AC021016.8	USP37
ATP5B	HTR1E
HTR1E	ATP5B
SHC1	MAPK6
ADAMTS19	FBN2
VGLL4	CAND2
CAND2	VGLL4
GPN1	SLC4A1AP
ACTN2	PPP1CB
PPP1CB	ACTN2
DYNC1H1	NME2
NME2	DYNC1H1
POM121	KLRG2
KLRG2	POM121
WNK1	WNK2
WNK2	WNK1
HOTAIR	PTPRU
FZD1	DLG4
VEGFB	KLHL12
KLHL12	VEGFB
PTGER3	XPO4
XPO4	PTGER3
POLR1C	MCF2L
MCF2L	POLR1C
SDCBP	C11orf68
C11orf68	SDCBP
NFKBIB	UBC
UBC	NFKBIB
RUNX1T1	ID1
ID1	RUNX1T1
LEO1	PSMD6
PSMD6	LEO1
CAPZA2	SPTBN2
SPTBN2	CAPZA2
PSMD12	PAAF1
PAAF1	PSMD12
FASN	ANKRD22
ANKRD22	FASN
MYRF	FADS3
STX1A	STXBP6
STXBP6	STX1A
NHLRC3	LHFP
CDH3	JUP
JUP	CDH3
RP11-104H15.9	SENP3-EIF4A1
SENP3-EIF4A1	RP11-104H15.9
SPEN	SNRNP200
SNRNP200	SPEN
TRPC6	SPTLC1
SPTLC1	TRPC6
PTTG1IP	CLEC7A
CLEC7A	PTTG1IP
Y_RNA	ERGIC1
NLGN2	WNK1
WNK1	NLGN2
RNF40	DISC1
DISC1	RNF40
ADCY9	CD27
CD27	ADCY9
SLC19A3	TM4SF20
TM4SF20	SLC19A3
RXRA	THRA
RBMS2	SPRYD4
KPNB1	NSF
NSF	KPNB1
LAMA1	PLAT
LZTS1	FAM50B
FAM50B	LZTS1
CDKN2B-AS1	FAM181B
PTPN6	CEACAM1
RPL31	SF3B14
SF3B14	RPL31
EBF1	LSM11
PUF60	SF3B14
SF3B14	PUF60
SEC16A	GTSE1
GTSE1	SEC16A
RHOT1	OMG
OMG	RHOT1
HP1BP3	KIF17
PSMD2	UBA5
UBA5	PSMD2
PIK3CA	ADAP1
ADAP1	PIK3CA
CORO7	DNASE1
DNASE1	CORO7
ESRRG	SUMO1P1
SUMO1P1	ESRRG
ASGR2	PARVG
PARVG	ASGR2
BTF3	TXLNB
TXLNB	BTF3
ASXL1	BCL2L1
BCL2L1	ASXL1
MRPL4	MRPS5
MRPS5	MRPL4
GRB2	SAP30BP
SAP30BP	GRB2
RNF4	ZC3H10
ZC3H10	RNF4
FUCA1	USP25
USP25	FUCA1
CTCF	ATP6V0D1
RPL23A	RPL31
RPL31	RPL23A
ADRA2B	CNNM4
CNNM4	ADRA2B
MRPS17	MRPS14
MRPS14	MRPS17
ACTN3	LRRCC1
LRRCC1	ACTN3
SDCBP	KCTD6
KCTD6	SDCBP
RP1-63G5.5	RAC2
ANKRD26	CCDC40
CCDC40	ANKRD26
CACNG8	TMC4
TMC4	CACNG8
APP	CAV1
CAV1	APP
SAP30	SCRG1
SCRG1	SAP30
ESR1	SP3
EGFR	KPNA1
PLCG1	PHACTR2
PHACTR2	PLCG1
SUGP2	CILP2
CILP2	SUGP2
COL1A1	ERAL1
ERAL1	COL1A1
GOLGB1	SLC2A3
SLC2A3	GOLGB1
FHL2	KPRP
KPRP	FHL2
AP3M2	DTNBP1
DTNBP1	AP3M2
ZNF638	APOBEC3D
APOBEC3D	ZNF638
ERP29	NAA25
NAA25	ERP29
MGAT5	TMEM25
TMEM25	MGAT5
AES	HLX
HLX	AES
NR4A1	SMARCE1
SMARCE1	NR4A1
SERTAD1	EGLN3
EGLN3	SERTAD1
NFKBIA	PRTFDC1
PRTFDC1	NFKBIA
NUDT9	CXXC1
CXXC1	NUDT9
MRPL4	MRPS33
MRPS33	MRPL4
PPP2R1B	PRDX2
PRDX2	PPP2R1B
POLR2A	INTS3
INTS3	POLR2A
MOGAT1	ACSL3
PRCC	INSRR
INSRR	PRCC
MLF1	TSHR
TSHR	MLF1
AIM1L	UBXN11
PRKAB2	GATAD2B
GATAD2B	PRKAB2
PSMA1	PNMA2
PNMA2	PSMA1
NOP2	CPNE4
CPNE4	NOP2
ATG9A	MGAT5B
MGAT5B	ATG9A
MCC	CBX8
CBX8	MCC
UBE2C	ZSWIM1
ZSWIM1	UBE2C
GYG1	TM4SF4
TM4SF4	GYG1
MAD2L1BP	LRRC1
LRRC1	MAD2L1BP
HM13	BCL2L1
GRB2	SNRNP200
SNRNP200	GRB2
ATXN1	ANP32A
N4BP2L2	LSMD1
LSMD1	N4BP2L2
POLR1C	SYNE1
SYNE1	POLR1C
EIF4A3	GPATCH1
GPATCH1	EIF4A3
HSP90AA1	LRR1
LRR1	HSP90AA1
DDX20	SF3B1
SF3B1	DDX20
EFHC1	RP1-152L7.5
RP1-152L7.5	EFHC1
PHF19	C5
FADS2	FADS1
INSR	PTPRB
PTPRB	INSR
TCERG1	CHAF1A
GLI1	SHMT2
SHMT2	GLI1
PSEN2	EXOC6
EXOC6	PSEN2
C10orf88	NEDD1
NEDD1	C10orf88
MAPK3	PIP5K1C
PIP5K1C	MAPK3
EPS15	MAPRE1
MAPRE1	EPS15
ESR1	NR0B2
PIP4K2A	ZNF428
ZNF428	PIP4K2A
TMEM128	LYAR
RPLP2	RPL13A
RPL13A	RPLP2
BMPR2	FHL2
FHL2	BMPR2
FGFR1	BCAR1
BCAR1	FGFR1
RPL31	RPL38
RPL38	RPL31
TCF3	PAK7
PAK7	TCF3
HES1	HEY2
AARS	IL34
XRCC6	CCDC57
CCDC57	XRCC6
BCAS2	SYF2
SYF2	BCAS2
FCHO1	CWF19L2
CWF19L2	FCHO1
ARRB2	EEF1A2
EEF1A2	ARRB2
ARF1	OBSCN
OBSCN	ARF1
AHCYL2	PIP4K2C
PIP4K2C	AHCYL2
LAMA4	ITGB3
RP11-673E1.1	HHIP
CCT3	KDM4B
KDM4B	CCT3
PYCR1	KLHDC10
KLHDC10	PYCR1
ATXN1L	ZC3H7B
CBL	UBASH3B
PTPN6	CTNND1
RPL4	RPL36
RPL36	RPL4
MARS	LARS
LARS	MARS
PRPSAP1	TRIM65
TRIM65	PRPSAP1
PLXNA2	CD34
HOOK2	SH2D4A
SH2D4A	HOOK2
CLEC2D	TMEM68
TMEM68	CLEC2D
ETS1	PTHLH
PTHLH	ETS1
MVB12A	SSBP4
SSBP4	MVB12A
CREB1	MITF
SMAD3	GLI3
CTC-510F12.2	SPC24
SYNCRIP	MED13L
MED13L	SYNCRIP
AC093323.3	KIAA0232
TFDP1	SERTAD2
SERTAD2	TFDP1
H2AFY2	BBX
BBX	H2AFY2
CENPP	EIF4G2
EIF4G2	CENPP
SSNA1	RABL6
RABL6	SSNA1
LRRD1	ANKIB1
KRT38	ZNF417
ZNF417	KRT38
BRMS1	BRMS1L
BRMS1L	BRMS1
ATP6V0E2	KCNH2
KCNH2	ATP6V0E2
TP53	PIWIL1
PIWIL1	TP53
DAB1	CRK
SYT1	SYNCRIP
GRB2	RPS6KA1
CBR4	NEK1
NEK1	CBR4
WNT9A	ZNF678
RPS6	RPS16
RPS16	RPS6
CLU	DDX31
DDX31	CLU
MET	UBC
UBC	MET
CPSF6	U2AF2
U2AF2	CPSF6
FBXW7	SHPRH
ZNF133	MRPS23
MRPS23	ZNF133
SLC22A1	POU2AF1
COL1A1	COCH
COCH	COL1A1
ACTN4	TMOD3
TMOD3	ACTN4
TRIM28	CBX5
CBX5	TRIM28
HOTAIR	PTEN
CD5	CSNK2A2
CSNK2A2	CD5
E2F4	MYBL2
TGFA	SDCBP
HIF3A	PPP5C
MUL1	SLC39A12
SLC39A12	MUL1
IKZF3	KLHL38
KLHL38	IKZF3
MACROD1	HRASLS2
HRASLS2	MACROD1
NCK1	TBK1
SYNCRIP	DICER1
DICER1	SYNCRIP
CTNNBL1	BUD13
BUD13	CTNNBL1
TRIB2	RFWD2
RFWD2	TRIB2
HIPK2	NLK
NFAT5	WWP2
WWP2	NFAT5
PRDX2	IFIT5
IFIT5	PRDX2
CBX1	PRR14
PRR14	CBX1
KIF3B	LMO4
MED13L	MED19
MED19	MED13L
NPPB	SERTAD3
SERTAD3	NPPB
SMARCA4	TMF1
SPON1	BTBD10
TIAM2	UFD1L
ARRB1	MYBPC1
KHK	HK1
RAB11A	DTNBP1
DTNBP1	RAB11A
RPL26L1	CPNE4
CPNE4	RPL26L1
CDKN2B-AS1	HRAS
snoU13	KIAA1217
DDB1	RPS16
RPS16	DDB1
SFSWAP	ULK1
ULK1	SFSWAP
CHRM3	IPO9
IPO9	CHRM3
NCEH1	CANT1
CANT1	NCEH1
ETV6	GRB2
GRB2	ETV6
DPP9	FAM19A3
FAM19A3	DPP9
C20orf203	CNRIP1
TMEM108	RP11-91K8.2
RP11-91K8.2	TMEM108
SETD8	CDK2AP1
CAV1	RAB2A
RAB2A	CAV1
SNF8	VAC14
VAC14	SNF8
PRR16	HSD17B4
HSD17B4	PRR16
YWHAE	TAB2
TAB2	YWHAE
VIM	PPHLN1
ACADS	HSD17B4
HSD17B4	ACADS
STXBP6	GZMB
GZMB	STXBP6
REL	C11orf68
C11orf68	REL
PDIA3	PPIP5K1
PPIP5K1	PDIA3
CLIP2	LIMK1
OSBPL7	SNX11
VMP1	HEATR6
HMGCR	IGF2BP1
IGF2BP1	HMGCR
BCL2	HRK
DPEP1	APPBP2
APPBP2	DPEP1
IFT81	CEP44
CEP44	IFT81
RP11-118B18.1	ABCA6
TP53	MAPKAPK2
MAPKAPK2	TP53
KRT34	SEMA4C
SEMA4C	KRT34
C19orf10	CTB-50L17.14
CTB-50L17.14	C19orf10
CCT2	ARMC6
ARMC6	CCT2
PPP2R1B	PRR14
PRR14	PPP2R1B
AP3S1	DHRS2
DHRS2	AP3S1
RAD23B	UBE4B
UBE4B	RAD23B
KRT8	MAPK4
MAPK4	KRT8
LTBR	CCDC113
CCDC113	LTBR
SLC7A5	SLC7A8
SLC7A8	SLC7A5
CASP10	TNFSF10
TNFSF10	CASP10
ATG9A	SRCAP
EPHB3	THPO
THPO	EPHB3
APPBP2	MLLT3
KRT34	TAPBPL
TAPBPL	KRT34
GRIN2B	ARHGAP32
ARHGAP32	GRIN2B
FOSL2	DPY30
DPY30	FOSL2
MRPL38	C14orf1
LGALS7	PIK3C3
PIK3C3	LGALS7
CCL3	CXCR5
CSNK2A2	HMGA2
NCKAP5	GPR39
GPR39	NCKAP5
ALDH18A1	GOLT1B
GOLT1B	ALDH18A1
HOOK2	TNPO2
DYNC1LI1	TTC9C
TTC9C	DYNC1LI1
AURKB	MAPRE3
MAPRE3	AURKB
MYH7	MYH6
MYH6	MYH7
LAMP1	GAS6
GAS6	LAMP1
FAF1	CDKN2C
DDX46	LSM4
LSM4	DDX46
SSRP1	MAP4K4
MAP4K4	SSRP1
RP1-63G5.5	C1QTNF6
LRP1	KIF5A
KIF5A	LRP1
ELAVL1	ILF3
ILF3	ELAVL1
SYNE1	DISC1
PRPF4B	PRPF6
PRPF6	PRPF4B
WIPI1	AMZ2
AMZ2	WIPI1
TMEM194A	SHMT2
SHMT2	TMEM194A
PHLPP2	WDR20
WDR20	PHLPP2
MBIP	EXOC8
EXOC8	MBIP
CDKN2B-AS1	KIAA0040
AES	ZGPAT
ZGPAT	AES
SFN	ITCH
ITCH	SFN
ZNF331	FBXO38
FBXO38	ZNF331
GRB7	TLE1
RP5-1177I5.3	MFNG
RPL17	SYNE1
SYNE1	RPL17
FES	ABI3
ABI3	FES
CSNK1D	BCL7C
BCL7C	CSNK1D
FCER2	ITGB3
ITGB3	FCER2
SETD1B	ANAPC5
ANAPC5	SETD1B
ERCC1	FBXO46
FBXO46	ERCC1
REL	PAPOLG
PXMP4	CBFA2T2
GLYATL1	CNTF
CNTF	GLYATL1
PRIMA1	BTBD7
BTBD7	PRIMA1
RP11-305L7.3	AUH
CIRBP	PRMT6
PRMT6	CIRBP
FXR2	CEP44
CEP44	FXR2
CLASP2	LXN
LXN	CLASP2
RPS6KA1	SLC9A1
SLC9A1	RPS6KA1
SCAMP3	WWP2
WWP2	SCAMP3
PSMA1	LZTS2
LZTS2	PSMA1
CCT3	TUBA3C
TUBA3C	CCT3
JUP	GMCL1
GMCL1	JUP
DDHD1	STYX
HSPA8	PHC1
BYSL	FXR2
FXR2	BYSL
NUPR1	IL27
RB1	L3MBTL1
L3MBTL1	RB1
ZMYM2	PSG8
PSG8	ZMYM2
ANO2	CD9
PHB	EIF4A3
EIF4A3	PHB
RAMP3	KRTAP5-3
KRTAP5-3	RAMP3
ACAN	FBLN1
CENPA	MRPL3
MRPL3	CENPA
ITGB3BP	GIT1
GIT1	ITGB3BP
RP11-433J20.1	PITRM1
SHMT2	CTR9
CTR9	SHMT2
CDK8	MED27
MED27	CDK8
CDKL3	TCF7
TCF7	CDKL3
C11orf57	DHX35
DHX35	C11orf57
CD44	IGF2BP1
IGF2BP1	CD44
PLSCR1	CDC42EP1
P4HA2	RECQL4
RECQL4	P4HA2
TRADD	NEDD1
NEDD1	TRADD
RNU4-80P	FAM81A
MRPL51	MRPS6
MRPS6	MRPL51
ITGA5	MYO5A
MYO5A	ITGA5
SFN	PIGV
PLAT	AP3M2
SIRT1	ZBTB38
ZBTB38	SIRT1
PMCH	PCSK7
GPR39	GSK3B
BBOX1	KIAA1598
KIAA1598	BBOX1
EEF1A2	SREK1IP1
SREK1IP1	EEF1A2
SEL1L	CPA5
CPA5	SEL1L
ERBB2	CACNB1
CACNB1	ERBB2
CHST12	CHSY3
CHSY3	CHST12
PRKCE	PIK3CB
DNAJC8	PRPF6
PRPF6	DNAJC8
PIK3R3	ABCB6
ABCB6	PIK3R3
RPL19	IGF2BP1
IGF2BP1	RPL19
ITGB2	PRKAR1A
MKNK1	PARD6B
PARD6B	MKNK1
ARHGAP20	COLCA1
COLCA1	ARHGAP20
TCERG1	NCBP2
NCBP2	TCERG1
DYNC1H1	PPP1CA
PPP1CA	DYNC1H1
GGA3	LLGL2
MRPL46	MRPS17
MRPS17	MRPL46
MEOX2	HP1BP3
HP1BP3	MEOX2
GTPBP4	ZC3HAV1
ZC3HAV1	GTPBP4
DCBLD2	COL8A1
ARHGAP35	PTPRZ1
PTPRZ1	ARHGAP35
GMCL1	PIH1D2
PIH1D2	GMCL1
DLX4	RPS3A
RPS3A	DLX4
PTEN	TRIM24
TRIM24	PTEN
HCFC2	CXXC1
CXXC1	HCFC2
MYH10	GNB4
GNB4	MYH10
GRB7	LASP1
LASP1	GRB7
PTK2	PIAS1
PRDM10	ST14
ST14	PRDM10
SP1	ITGB7
ITGB7	SP1
UNC119	ANKRD24
IGF2BP1	SF3B14
SF3B14	IGF2BP1
PRKAB1	DCLRE1C
DCLRE1C	PRKAB1
UBFD1	PRKCB
PRKCB	UBFD1
GRIN3B	DLG4
SNCA	MAPK8IP1
RFC2	SLC7A8
SLC7A8	RFC2
AC006378.2	AC003092.1
AC003092.1	AC006378.2
YEATS4	LYZ
CD9	ITGB3
ITGB3	CD9
CHAF1A	MAP2K2
MAP2K2	CHAF1A
B3GAT1	CSGALNACT1
CSGALNACT1	B3GAT1
WDR70	KLC3
KLC3	WDR70
ATM	RFWD3
RFWD3	ATM
PPP1CB	AKAP9
AKAP9	PPP1CB
ITSN2	ZMAT3
ZMAT3	ITSN2
PHB	E2F1
JAK2	PTK2
CCNJL	TRIM65
TRIM65	CCNJL
RPS3A	FARSB
FARSB	RPS3A
SNRPF	CD2BP2
CD2BP2	SNRPF
UBR2	PARD6B
PARD6B	UBR2
TUSC3	NDRG3
NDRG3	TUSC3
ZBTB32	BOLL
BOLL	ZBTB32
DLG1	ERBB4
ERBB4	DLG1
SF3B3	THOC7
THOC7	SF3B3
CTD-2384B11.2	IQGAP2
TAOK1	MYO18A
MYO18A	TAOK1
HDAC2	THRB
THRB	HDAC2
EDARADD	SUMO1P1
SUMO1P1	EDARADD
BCAP29	LAMB1
LAMB1	BCAP29
PNKD	INTS3
INTS3	PNKD
FXR2	DICER1
DICER1	FXR2
PHOSPHO1	FAM117A
FAM117A	PHOSPHO1
NEDD8	SSRP1
SSRP1	NEDD8
BLM	RPL23A
RPL23A	BLM
ERBB4	ERBB3
CDKN2B-AS1	FAM162B
MB21D2	ATP13A5
MAPRE3	CRTAC1
CRTAC1	MAPRE3
ROCK2	PPP1R12A
CBL	MYO1E
MYO1E	CBL
GML	TCTN1
TCTN1	GML
PADI2	SDHB
CD7	CCDC57
CCDC57	CD7
AC006378.2	GNG11
SMAD4	DNAJB2
GTF2E1	MZT1
MZT1	GTF2E1
PRPF18	EVI5L
EVI5L	PRPF18
CCDC77	NEDD1
NEDD1	CCDC77
PRKAR1B	NOX5
NOX5	PRKAR1B
MCM4	SSRP1
SSRP1	MCM4
DCTN2	DTX3
DTX3	DCTN2
SNORD4B	RP11-192H23.4
PRKACB	RPF1
RPF1	PRKACB
ERGIC2	IPO8
IPO8	ERGIC2
APOB	HSPA8
WEE1	FBXW11
FBXW11	WEE1
CBX8	PHC3
PHC3	CBX8
CLU	TNFSF9
TNFSF9	CLU
LINC00521	SKA1
DHCR24	ATP6V0D1
ATP6V0D1	DHCR24
TMX2-CTNND1	RTN4RL2
RTN4RL2	TMX2-CTNND1
HNRNPD	ARHGAP33
ARHGAP33	HNRNPD
AHDC1	IKZF5
IKZF5	AHDC1
ARRB1	HSP90AA1
HSP90AA1	ARRB1
TSPAN4	CLDN11
PHB	MRPS23
MRPS23	PHB
CLCN2	FAM192A
FAM192A	CLCN2
DNAAF2	ALS2
ALS2	DNAAF2
BMP7	UBR1
UBR1	BMP7
UBQLN4	DNAJB11
APLNR	EXOC2
EXOC2	APLNR
TRIM24	ZNF764
ZNF764	TRIM24
RNU5E-4P	PLOD1
TSPAN4	CD9
FRS3	KRT76
KRT76	FRS3
SGK1	SLC1A3
SLC1A3	SGK1
NTRK1	DYNLL1
MRPS18A	MRPL43
MRPL43	MRPS18A
BCAS2	TCERG1
TCERG1	BCAS2
ATIC	IKBKE
IKBKE	ATIC
USP2	NDEL1
NDEL1	USP2
MRPL33	MRPL46
MRPL46	MRPL33
GUCY1B3	MXRA7
MXRA7	GUCY1B3
TSHR	BORA
BORA	TSHR
EXD2	GALNT16
GALNT16	EXD2
SERPINH1	CEP70
PRG2	ARMC8
ARMC8	PRG2
DLG4	LIN7A
ELAVL1	MOV10
MOV10	ELAVL1
CRK	PXN
PXN	CRK
ARPC2	TMED10
TMED10	ARPC2
ARRB2	RALGDS
ACTA2	CCT4
GSK3B	SAMHD1
SAMHD1	GSK3B
PLCL1	SYNJ1
SYNJ1	PLCL1
PDIA3	ITGA3
ITGA3	PDIA3
SLC12A1	DUT
RP11-296I10.3	NOB1
CCT3	BUB3
BUB3	CCT3
RP11-98G7.1	IQGAP3
GRIN2A	CAMK2B
BPGM	GRB2
GRB2	BPGM
ANK1	SLC4A3
TRDMT1	CUBN
AC079610.1	IKZF2
ARRB2	SF3B1
SF3B1	ARRB2
ERBB2	SHC3
AOX1	ALDH1A2
ALDH1A2	AOX1
RBX1	POLR3H
OSBPL2	DIDO1
DIDO1	OSBPL2
STX18	HNRNPA1L2
HNRNPA1L2	STX18
AKT2	TBC1D4
CYTH1	USP36
CCT3	XPO1
XPO1	CCT3
EPHB2	SRC
RP11-192H23.4	PIPOX
PIPOX	RP11-192H23.4
NACAD	PURB
PURB	NACAD
HID1	GRB2
GRB2	HID1
CNOT10	DYNC1LI1
Y_RNA	CCDC151
ACTL6A	MYC
RBM14-RBM4	ACTN3
DUSP23	TMOD3
UQCRFS1	COX4I2
COX4I2	UQCRFS1
BAD	PLCB3
PLCB3	BAD
STRN4	ZRANB1
ZRANB1	STRN4
EFNA3	DCST2
DCST2	EFNA3
ACVR1C	CYTIP
TAF1B	GRHL1
MYH7	PRDX5
PRDX5	MYH7
CBX5	FAM19A3
FAM19A3	CBX5
RPS15	NOLC1
NOLC1	RPS15
APPBP2	EGFL7
EGFL7	APPBP2
HSD17B14	RPL18
GRB2	SEPN1
SEPN1	GRB2
FES	BCAR1
CAPZA2	TPM3
TPM3	CAPZA2
TPX2	FBXL4
FBXL4	TPX2
AC074011.2	PLB1
RUNX1	VDR
OAZ1	ATXN1
ATXN1	OAZ1
FCGRT	FGFR1
FGFR1	FCGRT
ALDOA	DOC2A
CDKN2B-AS1	KCNK2
BTRC	FBXW11
SPTBN4	SERTAD3
SERTAD3	SPTBN4
CD70	PDS5B
PDS5B	CD70
DAZAP2	ARID5A
ARID5A	DAZAP2
ACTG1	PLD1
F11	N4BP2L2
N4BP2L2	F11
SMAD4	SMAD7
NUP85	KPNB1
FUS	PRSS36
ORC2	MCM4
YWHAE	KIAA0232
KIAA0232	YWHAE
RPL18	DICER1
DICER1	RPL18
MYO1F	PYCR2
PYCR2	MYO1F
LLGL2	ZNF707
ZNF707	LLGL2
COMMD10	COMMD7
COMMD7	COMMD10
CTNND2	SPHK1
SPHK1	CTNND2
MAPK6	ITSN1
LGALS9	PTPRK
PTPRK	LGALS9
GSN	TPX2
TPX2	GSN
APBB1	NCSTN
NCSTN	APBB1
SLC29A1	MRPS18A
MRPS18A	SLC29A1
TRIM29	RBM24
RBM24	TRIM29
CHD3	SAP30
SAP30	CHD3
NEDD4	LITAF
NDEL1	DISC1
ISYNA1	SSBP4
YWHAB	UBC
WDR70	NUP155
GCNT3	B4GALT5
B4GALT5	GCNT3
CLNS1A	SNRPD2
SNRPD2	CLNS1A
APP	MAPT
MAPT	APP
RP11-510N19.5	ELF3
RPS11	U2AF2
U2AF2	RPS11
MZT1	PAFAH1B1
PAFAH1B1	MZT1
CEP78	LZTS2
LZTS2	CEP78
DPEP1	HPCAL1
HPCAL1	DPEP1
DAB2	PRKCE
PRKCE	DAB2
PSMD14	DPY30
DPY30	PSMD14
PRKCB	MAPK6
MAP2K1	MAPK10
ALDOA	ALDH7A1
ALDH7A1	ALDOA
LONP1	MAST1
MAST1	LONP1
FBXW11	GLI2
ITPKA	PRKCB
PRKCB	ITPKA
MRPS11	MRPL41
MRPL41	MRPS11
CHST15	PHF5A
PHF5A	CHST15
OTUD4	CDK5RAP3
CDK5RAP3	OTUD4
PPFIBP1	YWHAQ
YWHAQ	PPFIBP1
SLC4A3	OBSL1
OBSL1	SLC4A3
RPS9	IGF2BP1
IGF2BP1	RPS9
MYH10	NDEL1
NDEL1	MYH10
ZNF358	FCER2
FCER2	ZNF358
CALB2	VAC14
VAC14	CALB2
ERBB2	HPSE
HPSE	ERBB2
PKN1	COG6
COG6	PKN1
ALG9	TMPRSS12
TMPRSS12	ALG9
ACTL6A	ARID1B
ARID1B	ACTL6A
TJP3	INADL
SEC13	TAB2
TAB2	SEC13
PCDH17	UBQLN4
UBQLN4	PCDH17
NCBP2	LZTS2
LZTS2	NCBP2
KRT8	KRT73
KRT73	KRT8
CHD1L	UBE2O
UBE2O	CHD1L
GZMB	CASP9
DAZAP2	UBASH3B
UBASH3B	DAZAP2
FH	PAFAH1B1
PAFAH1B1	FH
DDX49	CRTC1
CRTC1	DDX49
GPSM2	PABPC4L
PABPC4L	GPSM2
KRT31	RPS19BP1
RPS19BP1	KRT31
FAM110D	ZNF683
ZNF683	FAM110D
AC009299.2	TANK
ZNF330	INPP4B
INPP4B	ZNF330
SP3	PHF21A
PHF21A	SP3
ZMAT3	FTO
FTO	ZMAT3
NFKBIA	IKZF4
IKZF4	NFKBIA
RP11-793H13.8	SP7
PIK3C2A	SEC16A
SEC16A	PIK3C2A
TCF3	TWIST1
H3F3A	HES1
HES1	H3F3A
LIMK1	RAD54L
RAD54L	LIMK1
HDAC2	GATAD2A
GATAD2A	HDAC2
A1BG	UBR4
UBR4	A1BG
CCDC171	TTC39B
PPM1G	RBM4
RBM4	PPM1G
CECR7	CECR3
CECR3	CECR7
LZTS1	TOMM20
TOMM20	LZTS1
DDX20	RNF149
RNF149	DDX20
RP11-305L7.6	AUH
NCAN	HMGB1
BTRC	KIAA0947
PPP2R1A	PPFIBP1
PPFIBP1	PPP2R1A
HOXB5	HRAS
HRAS	HOXB5
MND1	RNF175
CEP85	CEP44
CEP44	CEP85
ADAM9	SNX9
SNRPB2	SRRM1
SRRM1	SNRPB2
LGALS8	RNF13
RNF13	LGALS8
NBN	SUMO2
SUMO2	NBN
SREBF2	ZNF639
ZNF639	SREBF2
CROT	ABCB1
ABCB1	CROT
ALX4	CD82
SRGN	UBQLN1
UBQLN1	SRGN
VIL1	PRKAG3
PRKAG3	VIL1
ADAMTS4	KIAA0232
KIAA0232	ADAMTS4
PIK3C2A	STAMBPL1
STAMBPL1	PIK3C2A
ILF3	RPS3
RPS3	ILF3
NOP9	NYNRIN
NYNRIN	NOP9
CGGBP1	SUV39H2
SUV39H2	CGGBP1
FCGR3B	COX16
COX16	FCGR3B
RP11-61O1.1	VRK1
RP11-347C12.10	ITGAL
FAM63B	DNAJC1
DNAJC1	FAM63B
DHCR24	ACOT11
ACOT11	DHCR24
PRKAR1B	TEAD4
TEAD4	PRKAR1B
PRDM5	ZFP91
ZFP91	PRDM5
C3	LONP1
LONP1	C3
TPM3	MAD1L1
MAD1L1	TPM3
SLC2A14	NANOG
IFFO1	IFFO2
IFFO2	IFFO1
COG2	CEP68
CEP68	COG2
SORBS2	MAPRE1
MAPRE1	SORBS2
CLK1	KLC1
KLC1	CLK1
HDAC2	IKBKE
IKBKE	HDAC2
MAPK3	PTPRB
PTPRB	MAPK3
LGALS8	NID1
NID1	LGALS8
BTRC	RASSF3
RASSF3	BTRC
ARRB2	POLR1C
POLR1C	ARRB2
SLC25A16	STOX1
CIRBP	CD2BP2
CD2BP2	CIRBP
CDC27	ANAPC10
ANAPC10	CDC27
KRT31	FARS2
FARS2	KRT31
ACTG1	VASP
VASP	ACTG1
SMAD3	SLC39A10
SLC39A10	SMAD3
PKP4	GTSE1
GTSE1	PKP4
MED18	PTAFR
PTAFR	MED18
DHCR24	JUP
JUP	DHCR24
STIP1	PPP1R14B
APOE	HP
HP	APOE
CDKN2B-AS1	LZTS1
PAH	C12orf42
C12orf42	PAH
ITGAE	ITGB7
ATXN7	THOC7
PABPC3	RPL13A
RPL13A	PABPC3
CRMP1	EIF2S2
CALM3	SCTR
SCTR	CALM3
RSL24D1	NAA38
NAA38	RSL24D1
USP32	HSPA12A
HSPA12A	USP32
NFE2L1	HOXB3
AP2A2	GPR156
GPR156	AP2A2
SKP2	BTRC
BTRC	SKP2
RP11-483F11.7	ENTPD7
MYC	HSD17B4
HSD17B4	MYC
RPLP2	RPS15
RPS15	RPLP2
NDUFA8	UQCRQ
UQCRQ	NDUFA8
CSNK2A2	FXR2
FXR2	CSNK2A2
IL1R1	IL18RAP
TSKS	DTNBP1
DTNBP1	TSKS
TRIB1	HNRNPA1L2
HNRNPA1L2	TRIB1
MMP14	ACAN
DNAJC12	PBLD
PBLD	DNAJC12
RPL4	SNRNP200
SNRNP200	RPL4
MAPK6	TCF3
TCF3	MAPK6
IFT81	JPH4
JPH4	IFT81
NDUFA8	TTLL11
TTLL11	NDUFA8
MYC	CTSD
LLGL2	DIEXF
DIEXF	LLGL2
GDNF	GALNT6
GALNT6	GDNF
EIF4G1	IKBKE
IKBKE	EIF4G1
Y_RNA	SCFD1
FAM161A	TXLNB
TXLNB	FAM161A
TMOD3	ARV1
ARV1	TMOD3
HNRNPL	PTBP1
PTBP1	HNRNPL
PSEN2	RAB11A
COL4A3BP	POM121
RP4-673M15.1	MYO1G
VSIG10L	FPR1
FPR1	VSIG10L
DAB2	SMURF2
TAF12	TAF3
TAF3	TAF12
PRKDC	SRRM1
SRRM1	PRKDC
SOX9	SPEN
RELA	CEBPB
RPL19	SF3B1
SF3B1	RPL19
KRT31	PKN1
PKN1	KRT31
IGF2BP1	RAB5C
RAB5C	IGF2BP1
PSMC6	ATXN7
ATXN7	PSMC6
ITPKC	TGFB1
TGFB1	ITPKC
MRPL51	MRPS18A
MRPS18A	MRPL51
PSEN2	KCNIP3
CAPZA2	CAPZA3
