AC021016.8	USP37
REPS1	PLEKHA5
CUL3	ANKRD39
ANKRD39	CUL3
CEP70	ZNF578
ZNF578	CEP70
SERTAD2	CTNNA3
CTNNA3	SERTAD2
MYC	OAT
OAT	MYC
CNOT3	TNKS1BP1
TNKS1BP1	CNOT3
LETMD1	GALNT6
GALNT6	LETMD1
CACNA1C	DCP1B
DCP1B	CACNA1C
MOV10	SNRNP200
SNRNP200	MOV10
SOX9	SLC2A12
SLC2A12	SOX9
DLC1	C17orf75
C17orf75	DLC1
HMGXB3	PDE6A
PDE6A	HMGXB3
NME1	SREK1IP1
SREK1IP1	NME1
PRMT6	DNAJC12
DNAJC12	PRMT6
PPP2R1B	SERTAD4
SERTAD4	PPP2R1B
PRPSAP1	QRICH2
ZNF469	SLC7A5
SLC7A5	ZNF469
EFHD2	CTRC
CTRC	EFHD2
PPM1G	SF3B14
SF3B14	PPM1G
PELI1	LGALSL
MARK1	UBC
UBC	MARK1
TXLNB	CCDC88B
CCDC88B	TXLNB
ERBB2	PTPRG
PTPRG	ERBB2
MUC4	SHC1
SHC1	MUC4
EPS15	MYO1C
MYO1C	EPS15
NOL8	ZNF512
ZNF512	NOL8
POP4	PLEKHF1
PLEKHF1	POP4
TGFBRAP1	VPS18
VPS18	TGFBRAP1
HS3ST1	HS3ST5
HS3ST5	HS3ST1
ACAD8	VPS37D
VPS37D	ACAD8
LRP1	MAP2K7
MAP2K7	LRP1
BBS1	DPP3
GRB2	SPEN
SPEN	GRB2
SLC7A5	ZFPM1
ZFPM1	SLC7A5
MOV10	LSM4
LSM4	MOV10
ACSL1	FASN
FASN	ACSL1
CDK2AP1	IKBKE
IKBKE	CDK2AP1
KIF19	GPRC5C
STRIP1	EPS8L3
EPS8L3	STRIP1
CHUK	TANK
GDPD5	ZDHHC18
ZDHHC18	GDPD5
ATP13A2	CROCC
PRKCDBP	CHMP4B
CHMP4B	PRKCDBP
BYSL	LZTS2
LZTS2	BYSL
PRPF6	BUD13
BUD13	PRPF6
CSNK2A2	CTDP1
ITPKC	ADCK4
PPP1CA	RASSF7
RASSF7	PPP1CA
STRBP	PPAN
PPAN	STRBP
EGFR	TGFA
TGFA	EGFR
AES	C6orf165
C6orf165	AES
GRB2	CBLB
RP11-613D13.5	HSD17B12
MRPS33	MRPL14
MRPL14	MRPS33
ERP29	PIK3CB
XAB2	POLR2A
TCF23	SLC5A6
TGFBRAP1	ADCY9
ADCY9	TGFBRAP1
YAP1	TEAD1
SOD2	IKBKE
IKBKE	SOD2
PIH1D2	DIXDC1
DIXDC1	PIH1D2
CHST14	POTEE
POTEE	CHST14
RPL4	DDX18
DDX18	RPL4
LGALS3BP	MZT2A
MZT2A	LGALS3BP
GRB2	PXDN
PXDN	GRB2
RPS11	CUL3
CUL3	RPS11
MAP3K12	MBIP
SERPINA1	MMP26
MMP26	SERPINA1
TMEM51-AS1	CASP9
TGM2	MVP
MVP	TGM2
CRK	ATXN1
RPL23A	WDR18
WDR18	RPL23A
TMED4	CAMK2B
CAMK2B	TMED4
MARK3	STK11
STK11	MARK3
USP2	ABI2
ABI2	USP2
PTGER3	HOOK2
HOOK2	PTGER3
TULP3	ITFG2
ITFG2	TULP3
CHCHD7	IMPAD1
IMPAD1	CHCHD7
IFI16	TP53BP1
DLG4	KCNA5
PRKDC	NCOA6
HOTAIR	ADAMTS5
DLG1	GLS2
NUPL1	CPNE2
CPNE2	NUPL1
TMEM63A	MFSD10
MFSD10	TMEM63A
LINC00511	EZH2
KANK2	CEP70
CEP70	KANK2
HSPA8	MAD1L1
MAD1L1	HSPA8
OPA1	PHF5A
PHF5A	OPA1
DCHS1	PRKCDBP
PRKCDBP	DCHS1
PLCB1	ISYNA1
ISYNA1	PLCB1
PPP1R12A	PPP1CB
PPP1CB	PPP1R12A
LIME1	GRB2
TTC17	ACVR1
LYN	MS4A1
GSN	TPM4
TPM4	GSN
PSMD7	RAB1A
MRPL47	MRPS6
MRPS6	MRPL47
RPL38	RPL13A
RPL13A	RPL38
CBFA2T3	GALNS
CENPA	ZC3H13
ZC3H13	CENPA
UBC	ATF5
ATF5	UBC
ALX3	UBN2
UBN2	ALX3
GNS	HMGA2
HMGA2	GNS
KLF6	KLF4
COL4A3	COL4A3BP
CD70	TAMM41
TAMM41	CD70
SERPINA1	TCF3
TCF3	SERPINA1
NAALADL2	SPATA16
SPATA16	NAALADL2
JAK2	PDK1
PDK1	JAK2
B3GNT2	PTEN
PTEN	B3GNT2
M6PR	BCAR1
BCAR1	M6PR
TYK2	ICAM3
RPS16	RPS29
RPS29	RPS16
TLR2	TICAM1
EEF2	IGF2BP1
IGF2BP1	EEF2
SMAD4	FBXO34
CWF19L2	CCDC57
CCDC57	CWF19L2
APP	FRMD6
FRMD6	APP
ADRB2	AKT2
AKT2	ADRB2
KDM2A	ADRBK1
ADRBK1	KDM2A
CAPRIN1	PTK2
PTK2	CAPRIN1
AURKA	MECR
MECR	AURKA
GTF2B	DDX20
DDX20	GTF2B
LITAF	TNIP3
TNIP3	LITAF
DHX35	CTNNBL1
CTNNBL1	DHX35
LYN	LIME1
CDA	C20orf195
C20orf195	CDA
PHF12	SEZ6
SEZ6	PHF12
SIAH2	POU2AF1
CCL13	VPS4A
VPS4A	CCL13
TEFM	RHOT1
RHOT1	TEFM
FOCAD	MLLT3
HDAC2	BCL11B
BCL11B	HDAC2
HTRA1	CDYL
APP	F11
F11	APP
RPS3	CCDC9
CCDC9	RPS3
CTD-2562J15.6	KLF2
ESR1	PRDM2
TULP2	LEO1
LEO1	TULP2
JAKMIP2	CLIP4
CLIP4	JAKMIP2
CD70	PLAA
PLAA	CD70
LGALS3BP	SIRT7
SIRT7	LGALS3BP
FN1	FST
RPS6KA1	IL17RA
IL17RA	RPS6KA1
MAPK6	PSIP1
DUT	CMAS
CMAS	DUT
ANAPC5	KIAA1683
KIAA1683	ANAPC5
CEACAM1	EGFR
ATM	AP3B1
AP3B1	ATM
LYPD3	AGR3
AGR3	LYPD3
AC006486.9	POU2F2
POU2F2	AC006486.9
ALDOA	SP1
SP1	ALDOA
NCAPG	LCORL
LCORL	NCAPG
STX4	STX8
STX8	STX4
XRCC5	POLR2A
HDAC2	ARID1A
ARID1A	HDAC2
PKN1	STMN3
STMN3	PKN1
KAT5	ETV6
FBXW4	MGEA5
MGEA5	FBXW4
COPA	FXR2
FXR2	COPA
SENP3-EIF4A1	CHRNB1
PTEN	PTK2
CRLF1	CLCF1
CLCF1	CRLF1
GABRA1	GABRA6
GABRA6	GABRA1
CATSPER4	CEP85
NUDCD3	CCNDBP1
CCNDBP1	NUDCD3
DNAJC8	SMPDL3B
SMPDL3B	DNAJC8
TBXAS1	CLEC2L
GTF2E2	PPP2R1A
PPP2R1A	GTF2E2
RBM4	GTPBP4
GTPBP4	RBM4
PSMA1	PSMD12
PSMD12	PSMA1
MOV10	PRPF6
PRPF6	MOV10
RAB5C	UQCRFS1
UQCRFS1	RAB5C
CRK	PAK1
PAK1	CRK
NMNAT1	RBP7
PDS5B	N4BP2L2
BAZ1B	HSPH1
HSPH1	BAZ1B
TCEA1	BROX
BROX	TCEA1
GPS1	POLR2A
POLR2A	GPS1
IKBKE	RAB21
RAB21	IKBKE
RNF4	TRPS1
FHL5	BANP
BANP	FHL5
PTPRR	MAPK3
ITGB3	CAPN1
PHB	NAT10
NAT10	PHB
NOP58	RAPH1
RAPH1	NOP58
GRM3	LGALS12
LGALS12	GRM3
CCPG1	MPPE1
MPPE1	CCPG1
TMEM62	EPB42
EPB42	TMEM62
BCL2L13	TMEM86B
TMEM86B	BCL2L13
APC	FAM214A
FAM214A	APC
BCDIN3D	AQP6
AQP6	BCDIN3D
PBX1	CDCA7L
CDCA7L	PBX1
ROR2	DAZAP2
DAZAP2	ROR2
ACTG1	GRB2
GRB2	ACTG1
KPNA1	PLRG1
PLRG1	KPNA1
CAMK2B	PGAM2
PGAM2	CAMK2B
CCT3	HCFC2
HCFC2	CCT3
ZNF20	LZTS2
LZTS2	ZNF20
RELA	COMMD7
COMMD7	RELA
CAMSAP3	EVI5L
EVI5L	CAMSAP3
EIF4G3	KIF17
RPL32	RPL38
RPL38	RPL32
GAS5	E2F1
IL1R2	EXOC6B
EXOC6B	IL1R2
PRKAB2	STX11
STX11	PRKAB2
COL1A1	FN1
GSN	TMOD3
TMOD3	GSN
RP11-400K9.4	RGS20
ATXN10	AURKA
AURKA	ATXN10
RPL32	RPL36
RPL36	RPL32
MMP14	TRAC
TRAC	MMP14
HSP90AA1	IKBKE
RPS15	TOP1
TOP1	RPS15
UHRF1	DPP9
DENND2A	ADCK2
SYNPO2	RP11-33B1.1
PLCB1	ITPKA
IGF2BP1	FAM117A
FAM117A	IGF2BP1
SRSF4	LSM4
LSM4	SRSF4
RUNX1T1	STX11
STX11	RUNX1T1
MAP3K1	RPL3
RPL3	MAP3K1
RAD51	KIF21A
KIF21A	RAD51
PTGES3	ESR1
YWHAB	RIMS4
RIMS4	YWHAB
CDKN2B-AS1	PIH1D2
ATP2C1	GOLT1B
GOLT1B	ATP2C1
GRB2	PPP3CB
PPP3CB	GRB2
GRB2	CALD1
KRT31	KRT77
KRT77	KRT31
PRKAB1	DDX20
DDX20	PRKAB1
CROT	EIF2AK4
EIF2AK4	CROT
SLC1A2	APIP
APIP	SLC1A2
NUDCD3	KLHL6
KLHL6	NUDCD3
SF3B3	PRPF6
PRPF6	SF3B3
NCOR2	SAP30
ADD1	TMOD3
TMOD3	ADD1
SRM	IKBKE
IKBKE	SRM
MYO5A	DYNLL1
PLCB2	BMF
BMF	PLCB2
CEP44	CENPP
CENPP	CEP44
EHF	KPRP
KPRP	EHF
GIT1	CHD3
CASP4	CASP10
NR4A1	NCOA1
HEXB	MAN2B1
MAN2B1	HEXB
OASL	KLC3
KLC3	OASL
ICK	GSTA4
GRB2	SNAPC3
SNAPC3	GRB2
EHD4	GANC
E2F3	YY1
YY1	E2F3
SIRT1	MAP1LC3B
MAP1LC3B	SIRT1
GOLGA7	IDO2
IDO2	GOLGA7
LYPD3	L34079.2
L34079.2	LYPD3
UBE4B	NMNAT1
MRPS5	PROM2
PROM2	MRPS5
MLLT10	DNAJC1
DNAJC1	MLLT10
CAV2	SRC
SRC	CAV2
ILF3	RPL17
RPL17	ILF3
PIAS1	UBE2M
UBE2M	PIAS1
GSK3B	RELB
RELB	GSK3B
TCF12	PRPF18
PRPF18	TCF12
PPP1R13L	FAM19A3
FAM19A3	PPP1R13L
EDARADD	LGALS8
LGALS8	EDARADD
FES	EZR
EZR	FES
TSSC4	DHX35
DHX35	TSSC4
MAP3K1	SLC1A5
SLC1A5	MAP3K1
CDC5L	GPATCH1
GPATCH1	CDC5L
PCBP2	RPS3
RPS3	PCBP2
CDK14	ICK
ICK	CDK14
NR3C2	TRIM24
TRIM24	NR3C2
CDKN2B-AS1	TMEM258
ARHGDIB	RAC2
PRKCA	TP53
TP53	PRKCA
ERBB3	IL6ST
IL6ST	ERBB3
GOLT1B	RABL3
RABL3	GOLT1B
SYNJ2BP	SYNJ2
SRGN	SERTAD3
SERTAD3	SRGN
ATM	RAD9A
CLEC11A	RNF13
RNF13	CLEC11A
EPOR	LYN
BOD1L1	CCL13
CCL13	BOD1L1
CCDC130	EFHC1
EFHC1	CCDC130
AP2A2	AP2M1
AP2M1	AP2A2
AC021016.6	USP37
CNPY2	TNIK
TNIK	CNPY2
EEF2	ARHGEF4
ARHGEF4	EEF2
AES	SIX3
APLP2	FCGRT
FCGRT	APLP2
CAT	ACAD11
ACAD11	CAT
AHR	NCOR2
NCOR2	AHR
NPY2R	OPA1
OPA1	NPY2R
TMEM260	AP5M1
AP5M1	TMEM260
HAX1	IL6R
IL6R	HAX1
CA8	RAB34
RAB34	CA8
MYC	TFAP2A
TFAP2A	MYC
FAT4	C2orf48
C2orf48	FAT4
RP11-142C4.6	DTX4
KRT75	TCHP
TCHP	KRT75
SLC38A9	SKIV2L2
RRAS2	UFL1
UFL1	RRAS2
MTG2	DIDO1
DIDO1	MTG2
MAPK4	RPS6KA1
RPS6KA1	MAPK4
MYBBP1A	IGF2BP1
IGF2BP1	MYBBP1A
PPP6R1	HSPBP1
HSPBP1	PPP6R1
PRPF18	SF3B1
SF3B1	PRPF18
NDUFB4	FSTL1
FSTL1	NDUFB4
DLAT	LAYN
LAYN	DLAT
DDX5	ILF3
ILF3	DDX5
PMEPA1	PPP2R3A
PPP2R3A	PMEPA1
RCL1	AK3
LLGL2	PLEKHG1
PLEKHG1	LLGL2
STAU1	ZNF512
ZNF512	STAU1
TRIM28	ZNF764
ZNF764	TRIM28
ASGR2	PRKCE
PRKCE	ASGR2
ABLIM1	CYB5D2
CYB5D2	ABLIM1
TPD52L1	EIF3J
F2RL1	ST14
RAF1	KSR1
KSR1	RAF1
SP4	VRK3
VRK3	SP4
LAMA1	APP
MOV10	LSM7
LSM7	MOV10
SNRPF	BPIFA2
BPIFA2	SNRPF
SPAST	CHMP2B
CHMP2B	SPAST
MEOX2	TMEM14B
MARK2	LDHD
LDHD	MARK2
PRKAB2	LHX3
LHX3	PRKAB2
POLR2M	CPNE2
CPNE2	POLR2M
MAP2K7	AP3D1
AP3D1	MAP2K7
ESR1	YWHAQ
YWHAQ	ESR1
RPL31	MYBBP1A
MYBBP1A	RPL31
ALDH1A2	LDHAL6B
LDHAL6B	ALDH1A2
LRRC8E	ELAVL1
ELAVL1	LRRC8E
ACACA	CAMK1G
CAMK1G	ACACA
PIP4K2C	TNIP2
PPTC7	GPN3
CHD3	MBD2
MBD2	CHD3
GALNT7	MPPE1
MPPE1	GALNT7
THG1L	CLINT1
CLINT1	THG1L
NPPA-AS1	NPPA
HOXB13	ZNF490
ZNF490	HOXB13
MGEA5	RNF32
RNF32	MGEA5
AGPAT3	C21orf33
C21orf33	AGPAT3
ZCCHC10	CEP63
CEP63	ZCCHC10
SERPINA1	UPF3A
UPF3A	SERPINA1
RPS9	RPS11
RPS11	RPS9
FCGR2A	LGALS3
VPS54	VPS53
VPS53	VPS54
FOS	TMED10
PTK2B	GRB2
POGLUT1	ADPRH
ADPRH	POGLUT1
ANKRD39	SNRNP200
APLNR	IPO11
IPO11	APLNR
SOD1	HOXB2
VRK2	TMPRSS3
TMPRSS3	VRK2
RBX1	CDT1
CDT1	RBX1
ACVR1B	INHBC
INHBC	ACVR1B
PRKACB	PDE4D
ITGB3	NID1
PCAT4	PRDM8
HDAC2	SPEN
SPEN	HDAC2
TGM2	SRGAP3
SRGAP3	TGM2
MRPL46	MRPS6
MRPS6	MRPL46
AC003665.1	HOXB8
LGALS3BP	TYK2
TYK2	LGALS3BP
GADD45B	GADD45G
GADD45G	GADD45B
snoU13	CDC42EP1
NFKBIB	COMMD1
COMMD1	NFKBIB
ADD1	LIMA1
LIMA1	ADD1
TRDN	PCYOX1
PCYOX1	TRDN
CCNA1	LARP4B
LARP4B	CCNA1
VAPA	FNDC3A
FNDC3A	VAPA
ATP8B2	AQP10
VDR	MED7
MED7	VDR
SOS2	HOOK2
RP11-15B24.5	TLE1
B3GNT2	RAB1A
RAB1A	B3GNT2
RNFT2	FBXW8
FBXW8	RNFT2
DNM2	SORBS1
SORBS1	DNM2
RAPGEF1	RRAS2
RRAS2	RAPGEF1
MYO5C	ARHGAP21
ARHGAP21	MYO5C
CSNK2A2	MGMT
MGMT	CSNK2A2
MAP3K1	RPS11
RPS11	MAP3K1
RTF1	RPAP1
RIMKLB	A2M
A2M	RIMKLB
SMOC2	SLC2A14
SLC2A14	SMOC2
HOMEZ	ZMYND19
ZMYND19	HOMEZ
OTX1	NTM
NTM	OTX1
NDUFA3	UQCRC2
UQCRC2	NDUFA3
MTNR1A	GNA11
ZNF891	GOLGA3
GOLGA3	ZNF891
TMEM51	CUEDC1
CUEDC1	TMEM51
SHOX2	TRIM29
TRIM29	SHOX2
ITGB3BP	RXRA
COPA	COPG2
COPG2	COPA
HSP90AA1	AHR
ITPKB	PLCL1
PLCL1	ITPKB
HS3ST2	HS3ST1
HS3ST1	HS3ST2
RP11-16D22.2	NBEA
TNPO2	MAST1
MAST1	TNPO2
CAMK4	CREB1
CLEC2D	SLC39A11
SLC39A11	CLEC2D
NUFIP2	MYO18A
MLLT3	DENND2D
DENND2D	MLLT3
LTBR	CCDC93
CCDC93	LTBR
NDUFC2	THRSP
MEOX2	STX11
STX11	MEOX2
RPL31	RPS6
RPS6	RPL31
RP11-552F3.10	TRIM47
RPL17	WDR18
WDR18	RPL17
MVB12A	LSM4
LSM4	MVB12A
STX2	NAPB
NAPB	STX2
ALDOC	FBP2
ADAM15	BANP
BANP	ADAM15
LEO1	ZNF830
ZNF830	LEO1
ZCCHC8	ZC3H18
ZC3H18	ZCCHC8
DOC2A	SEZ6L2
LRPPRC	CD3EAP
CD3EAP	LRPPRC
GBA	LCT
LCT	GBA
SLC1A1	SLC25A17
SLC25A17	SLC1A1
FHL2	SP2
SP2	FHL2
UPP2	GALNT5
GALNT5	UPP2
CIR1	MB21D2
MB21D2	CIR1
QSOX2	NACC2
NACC2	QSOX2
SGTA	TXNDC12
TXNDC12	SGTA
WNK1	CGNL1
CGNL1	WNK1
CLU	PCYOX1
PCYOX1	CLU
AES	TLE4
TLE4	AES
RARB	RARG
RARG	RARB
MYC	BNIP2
BNIP2	MYC
MAP3K1	RPS6
RPS6	MAP3K1
DHX38	THOC7
THOC7	DHX38
AES	MSX1
DTNB	COG6
COG6	DTNB
ESR1	FHL2
FHL2	ESR1
NSMAF	FBXL19
FBXL19	NSMAF
UBE2O	IKZF5
IKZF5	UBE2O
GTF2E2	EXOC8
EXOC8	GTF2E2
PRODH	BRAP
BRAP	PRODH
WDFY3	CXXC1
CXXC1	WDFY3
APPBP2	INTU
INTU	APPBP2
STX1A	OIP5
OIP5	STX1A
CCDC106	TERF2IP
TERF2IP	CCDC106
GRM7	TUBA3D
TUBA3D	GRM7
AC006486.9	MEGF8
MEGF8	AC006486.9
SMAD2	RUNX2
RP1-124C6.1	MARCKS
MPPE1	ALG9
ALG9	MPPE1
SNORA75	LDB2
PITPNA	MLKL
MLKL	PITPNA
DNMT3A	CBX5
CBX5	DNMT3A
HSPA8	ITGB2
ITGB2	HSPA8
FLNC	MAP2K4
MAP2K4	FLNC
MMP13	IL1B
IL1B	MMP13
FGFR1	PDK1
PDK1	FGFR1
ESYT1	ANKRD52
ANKRD52	ESYT1
PTPRH	PTK2
KCP	AHCYL2
ATM	MAP3K4
MAP3K4	ATM
MAST1	FBXL12
FBXL12	MAST1
KHK	CDK5RAP3
CDK5RAP3	KHK
CASP1	VAC14
VAC14	CASP1
CCT2	YEATS4
IGFBP4	CTSD
CRYAB	GPBP1
GPBP1	CRYAB
PCSK9	DHCR24
DHCR24	PCSK9
CTNND2	PSEN2
MCM4	PSMD2
PSMD2	MCM4
CDC16	GRK1
GRK1	CDC16
CDKN1B	YWHAQ
RP11-691N7.6	SLC43A3
SLC43A3	RP11-691N7.6
REL	TSSC4
TSSC4	REL
HOTAIR	RALYL
PHB	PHF5A
PHF5A	PHB
MRPL47	MRPL24
MRPL24	MRPL47
CHUK	ROCK2
ROCK2	CHUK
CASKIN2	MYO15B
DDIT3	C11orf30
C11orf30	DDIT3
HTT	SGK2
SGK2	HTT
GTF2B	TAF4
TAF4	GTF2B
TRAFD1	TMEM116
COX17	CD80
CD80	COX17
TUBA3C	MYC
SRSF4	SF1
SF1	SRSF4
COPA	PABPC3
PABPC3	COPA
APLNR	AGPAT2
AGPAT2	APLNR
CMTM6	SUMO2
PAK1	PGM1
PGM1	PAK1
GOLM1	ELAC2
ELAC2	GOLM1
PPP1CB	URI1
URI1	PPP1CB
RNF166	BANP
BANP	RNF166
ERBB2	GRB2
GRB2	ERBB2
BAZ1A	NEDD1
NEDD1	BAZ1A
TNIK	GSN
PDGFB	C11orf57
C11orf57	PDGFB
LGALS3BP	VAPA
VAPA	LGALS3BP
HNF4A	NCOA6
FTH1	TSC1
TSC1	FTH1
CLIP2	CLASP2
CLASP2	CLIP2
FYB	VASP
TCF3	INO80D
INO80D	TCF3
RPS3A	SF3B1
SF3B1	RPS3A
MFN2	GHITM
GHITM	MFN2
SNCA	EIF3G
HSP90AA1	TTC1
TTC1	HSP90AA1
RUNX3	HDAC2
HDAC2	RUNX3
GRB2	MYO1C
MYO1C	GRB2
FMNL3	NCKAP5L
NCKAP5L	FMNL3
NIPAL3	STPG1
HPCAL1	ACBD7
ACBD7	HPCAL1
CBL	EGFR
EGFR	CBL
RP11-298I3.4	TRAC
TYK2	TMCO3
TMCO3	TYK2
GOLGB1	SOD2
SOD2	GOLGB1
VAC14	ZNF720
ZNF720	VAC14
AHR	GTF2F2
GTF2F2	AHR
IGF2R	TRAPPC9
TRAPPC9	IGF2R
CHST12	IQCE
IQCE	CHST12
CDKN2B	CDK8
ZNF575	PSG9
PSG9	ZNF575
TP53	NT5C3A
NT5C3A	TP53
XRCC6	XPC
XPC	XRCC6
ELAVL2	APOBEC3F
APOBEC3F	ELAVL2
MAP2K6	PKN1
RPL19	RPS15
RPS15	RPL19
ACADSB	ACSL3
ACSL3	ACADSB
MCM4	CCNA1
CCNA1	MCM4
EGFR	FES
FES	EGFR
ALDH7A1	KIF2A
KIF2A	ALDH7A1
PRCC	ZNF281
ZNF281	PRCC
PRKD2	NGRN
NGRN	PRKD2
AES	TSC1
TSC1	AES
IFNGR1	JAK1
CLNS1A	EPB41L3
ABCC13	AF127936.7
AF127936.7	ABCC13
SEMG2	NUPR1
NUPR1	SEMG2
RP11-91K11.2	TMCO4
MKI67	PPP1CC
PPP1CC	MKI67
COL2A1	ANXA5
ATP13A2	PADI3
PADI3	ATP13A2
METAP2	SUN2
SUN2	METAP2
CAAP1	IFT74
RP11-308N19.1	FKTN
RAB5C	TMED10
TMED10	RAB5C
PRKAR1B	NAPG
NAPG	PRKAR1B
NDUFA3	NDUFV2
NDUFV2	NDUFA3
TMCO3	AGPAT5
AGPAT5	TMCO3
RBM38	PMEPA1
CDK6	VIM
VIM	CDK6
AKAP1	PPP1CA
TRIM37	CDC20B
CDC20B	TRIM37
ERBB2	RIN2
RIN2	ERBB2
GTF2B	GTF2E2
GTF2E2	GTF2B
MYBBP1A	SF3B3
SF3B3	MYBBP1A
AP3S1	RNF13
RNF13	AP3S1
EGFLAM	LIFR
FHL5	PLEKHA2
PLEKHA2	FHL5
GFRA2	LZTS1
LZTS1	GFRA2
RP11-420G6.4	SLC22A23
ITPKB	PDE4D
PDE4D	ITPKB
UBC	ITCH
ITCH	UBC
LETMD1	SMAGP
SMAGP	LETMD1
NAB2	CBX8
CBX8	NAB2
ZBTB44	SNX19
SNX19	ZBTB44
EPHA4	EFNA1
MIIP	MFN2
SRC	DLGAP1
DLGAP1	SRC
WFDC2	WDR81
WDR81	WFDC2
RP11-603J24.5	NABP2
CAV3	JPH2
JPH2	CAV3
STX2	ABI3
ABI3	STX2
H3F3B	RAB5C
RAB5C	H3F3B
TOP1	ZHX3
ZHX3	TOP1
MOV10	TCERG1
TCERG1	MOV10
TMEM63A	SERINC1
SERINC1	TMEM63A
ATP2A2	DHCR24
DHCR24	ATP2A2
EEF1A2	TNFRSF1B
TNFRSF1B	EEF1A2
SYT14	HHAT
HHAT	SYT14
MPHOSPH10	ZC3HAV1
ZC3HAV1	MPHOSPH10
AC003665.1	SP6
LRRC32	GDPD5
GDPD5	LRRC32
FOS	MT2A
ADAM10	MPPE1
MPPE1	ADAM10
FER1L5	FAM178B
FAM178B	FER1L5
CDC42BPA	MYO18A
MYO18A	CDC42BPA
EPAS1	TMEM100
TMEM100	EPAS1
IRF9	RAD18
TRIM21	MMP26
MMP26	TRIM21
ZNF775	ACTR3C
SPPL2B	CEP44
ANXA2	PAK2
PAK2	ANXA2
AES	HOMEZ
HOMEZ	AES
ERBB3	JAK2
KCNJ1	SGK1
SGK1	KCNJ1
SLC29A2	UBQLN1
UBQLN1	SLC29A2
CAMKK2	CAMK4
MRPS17	MRPL40
MRPL40	MRPS17
RAF1	RSU1
ARNTL	SUMO3
SUMO3	ARNTL
RB1	PRDM2
DNAJC28	AP000295.9
AP000295.9	DNAJC28
ARFGEF2	PREX1
SHPK	PDDC1
PDDC1	SHPK
TTC25	NEK1
GTF3C3	ZNF629
ZNF629	GTF3C3
SPRYD4	ERBB3
ERBB3	SPRYD4
WSB1	AC015688.3
AC015688.3	WSB1
RECQL4	ARHGAP25
ARHGAP25	RECQL4
KLHL8	TEX101
TEX101	KLHL8
MPPE1	USP30
USP30	MPPE1
GOLT1B	MCU
MCU	GOLT1B
ACOX1	RAF1
RAF1	ACOX1
MYOM3	SRSF10
WNT16	PTPRZ1
PTPRZ1	WNT16
CDS1	VSIG2
VSIG2	CDS1
PTPN14	STXBP4
STXBP4	PTPN14
PVRL2	KRTAP12-2
KRTAP12-2	PVRL2
PAK2	NCK2
NCK2	PAK2
PIP4K2A	C12orf43
C12orf43	PIP4K2A
MPHOSPH9	ABCB9
SPATS2L	SGOL2
SGOL2	SPATS2L
ARCN1	COPG2
COPG2	ARCN1
SPHK1	ELAVL1
ELAVL1	SPHK1
PIK3C2A	GTSE1
GTSE1	PIK3C2A
DDR2	DMPK
DMPK	DDR2
HRAS	BRAF
COL2A1	COL9A3
COL9A3	COL2A1
RP11-58E21.3	DNAAF2
L2HGDH	SOS2
MRPL15	MRPS6
MRPS6	MRPL15
POU2F2	POU2AF1
SMAD4	TFDP1
TFDP1	SMAD4
RP11-529K1.3	VAC14
VAC14	RP11-529K1.3
MED4	MED7
MED7	MED4
CAT	SOD2
SOD2	CAT
NUP107	RAN
SNX21	SDC4
SDC4	SNX21
NUP153	SENP1
SENP1	NUP153
ERGIC2	VAC14
VAC14	ERGIC2
SNRNP200	FERMT3
FERMT3	SNRNP200
COG3	NUDC
NUDC	COG3
NCK2	KLHL24
KLHL24	NCK2
RP4-781K5.2	TARBP1
KRT18	KRT73
KRT73	KRT18
MAPK3	FBXW7
FBXW7	MAPK3
PAFAH1B1	METTL16
METTL16	PAFAH1B1
DOCK5	TRIM65
TRIM65	DOCK5
PPP2CA	WNT7A
WNT7A	PPP2CA
BRCA2	PHF21A
PHF21A	BRCA2
NCK1	DTNBP1
DTNBP1	NCK1
UVRAG	MAP6
MAP6	UVRAG
SCAF1	TSKS
TSKS	SCAF1
GNA13	CEP112
CEP112	GNA13
MYC	SMC2
SMC2	MYC
PPP2R3A	GTSE1
GTSE1	PPP2R3A
GRB2	ABLIM3
ABLIM3	GRB2
ZNF580	HOMEZ
HOMEZ	ZNF580
ZNF318	TJAP1
TJAP1	ZNF318
RACGAP1	LDHD
LDHD	RACGAP1
TRAM2	MANSC1
MANSC1	TRAM2
MAP1S	LSM4
LSM4	MAP1S
SUMO2	SAE1
FUCA1	PRKD1
PRKD1	FUCA1
SYN2	POLL
GLI1	YWHAE
YWHAE	GLI1
PCBP2	SPRYD3
SPRYD3	PCBP2
CENPA	DDB1
DDB1	CENPA
GATA3	WEE1
WEE1	GATA3
MYO1D	PEX19
PEX19	MYO1D
PLCB4	PLCG1
PLCG1	PLCB4
AP2M1	ITSN2
ITSN2	AP2M1
SLC4A8	PCNXL3
PCNXL3	SLC4A8
NOLC1	IGF2BP1
IGF2BP1	NOLC1
FARS2	ZRANB1
ZRANB1	FARS2
ATP7B	XRCC6
XRCC6	ATP7B
RP11-162P23.2	ACAD10
ACAD10	RP11-162P23.2
LRRC32	RPS3
RPS3	LRRC32
PREB	SLC5A6
SLC5A6	PREB
MEOX2	MAB21L2
MAB21L2	MEOX2
SLU7	PUF60
PUF60	SLU7
SLC1A1	GOLGA7
GOLGA7	SLC1A1
DLGAP5	TMEM260
TMEM260	DLGAP5
RPL18	ZC3HAV1
ZC3HAV1	RPL18
NOL11	DOCK5
DOCK5	NOL11
CAPZA2	GSN
