AC021016.8	USP37
PRKACA	IRF2
CISH	PRKCA
PRKCA	CISH
TLX2	POU2F1
POU2F1	TLX2
CHUK	IRS1
IRS1	CHUK
RPS13	SRP14
SRP14	RPS13
SPOP	NUP50
NUP50	SPOP
EIF4A2	RPS10
RPS10	EIF4A2
CNN2	MIDN
MIDN	CNN2
HDAC9	CBX5
NOS3	PRKCA
PRKCA	NOS3
FKBP5	PSKH2
PSKH2	FKBP5
SORBS3	CPNE8
CPNE8	SORBS3
MPRIP	LIMA1
LIMA1	MPRIP
IL11	SSC5D
SSC5D	IL11
MCM7	MIPOL1
MIPOL1	MCM7
EEF1A1	EIF4B
EIF4B	EEF1A1
BLMH	MAPRE1
MAPRE1	BLMH
PLCB2	PLCB1
PLCB1	PLCB2
RPL24	TRAF6
TRAF6	RPL24
HDAC3	IKZF1
IKZF1	HDAC3
ACTB	SSH1
SSH1	ACTB
EEF2	RPS13
RPS13	EEF2
TP73	RB1
VPS4B	CHMP1B
CHMP1B	VPS4B
MCC	PSMA6
PSMA6	MCC
DGCR14	THOC3
THOC3	DGCR14
YWHAZ	UHRF1BP1L
UHRF1BP1L	YWHAZ
PDCD6IP	AKAP8
UBTF	RUVBL1
RUVBL1	UBTF
PNN	GEMIN2
GEMIN2	PNN
DOK2	CENPM
CENPM	DOK2
ZFAND3	DNAH8
DNAH8	ZFAND3
RFC2	STAG3L2
STAG3L2	RFC2
CFL1	MYH9
MYH9	CFL1
PPFIA1	GIT1
RPS9	RPS23
RPS23	RPS9
MMP24	EDEM2
KPNA2	RGPD5
RGPD5	KPNA2
PPARA	MAPK13
FHL2	NRF1
NRF1	FHL2
CDKN2A	PTEN
PTEN	CDKN2A
PRPF6	THOC3
THOC3	PRPF6
GNAI3	RGS14
EVC	STK32B
STK32B	EVC
DCTN1	CORO1C
CORO1C	DCTN1
EPRS	GNL3
GNL3	EPRS
ELL	EAF2
EAF2	ELL
GPHN	TUBA4A
HIVEP2	YWHAE
YWHAE	HIVEP2
ECE1	C7orf69
C7orf69	ECE1
CD28	ITK
FBXO28	EML4
EML4	FBXO28
ANAPC7	C16orf87
C16orf87	ANAPC7
PSMB7	TUBA4A
TUBA4A	PSMB7
PPP1CA	RPAP3
RPAP3	PPP1CA
LPAR1	LPHN3
LPHN3	LPAR1
SRPK2	YWHAB
YWHAB	SRPK2
LRRC4B	FAM71E1
FAM71E1	LRRC4B
TP63	SETDB1
SETDB1	TP63
ZSCAN20	ZKSCAN1
ZKSCAN1	ZSCAN20
UBE2G1	ATP2A3
ATP2A3	UBE2G1
CDKN2A	IKBKE
IKBKE	CDKN2A
C10orf76	CLASP2
CLASP2	C10orf76
N4BP2	RP11-333E13.4
RP11-333E13.4	N4BP2
PTP4A3	SEC63
SEC63	PTP4A3
NCOR1	VPS45
VPS45	NCOR1
COBLL1	GALNT3
GALNT3	COBLL1
KRT6A	CEP152
CEP152	KRT6A
KRT1	YWHAQ
REL	HSPB7
AC010127.3	SCN7A
KDM1A	RCOR3
RCOR3	KDM1A
NUP153	CDCA2
CDCA2	NUP153
PLAGL1	UTRN
UTRN	PLAGL1
LRIF1	CD53
CD53	LRIF1
ILF2	SLC25A3
SLC25A3	ILF2
PROP1	VPREB1
VPREB1	PROP1
SLC25A3	SART3
SART3	SLC25A3
UBR2	TRERF1
TRERF1	UBR2
COX6C	SUOX
SUOX	COX6C
DNM1	SLC39A9
SLC39A9	DNM1
EPS15	FCHO1
FCHO1	EPS15
CTNNA1	SDCBP
SDCBP	CTNNA1
LTBP1	FBN2
ACTA2	ACTBL2
ACTBL2	ACTA2
HSPA5	ADRM1
ADRM1	HSPA5
HSPD1	CASP3
RPN1	TUBA1C
TUBA1C	RPN1
SNRNP40	SLU7
SLU7	SNRNP40
SETDB1	SUFU
SUFU	SETDB1
PTGER3	SPRY2
SPRY2	PTGER3
SNRNP40	THOC3
THOC3	SNRNP40
KDM1A	C15orf27
C15orf27	KDM1A
MAP3K8	HSPA9
HSPA9	MAP3K8
GOLGA2	CDC7
CDC7	GOLGA2
SOX13	PIK3C2B
PIK3C2B	SOX13
PRKCZ	MAP2K5
MAPK3	MAPK8
MAPK8	MAPK3
DNMT1	RGS6
RGS6	DNMT1
NDUFB7	NDUFA12
NDUFA12	NDUFB7
RB1	USP4
USP4	RB1
GPD2	PCDHGB1
PCDHGB1	GPD2
TMBIM6	ST8SIA4
ST8SIA4	TMBIM6
SMAD4	EP300
RTN4R	RTN4
FAM160B1	ATRNL1
HCK	BCR
PRKCD	YWHAZ
ERBB2	PTK2B
NCKIPSD	LRIF1
LRIF1	NCKIPSD
EGR1	EP300
EP300	EGR1
INADL	HDAC7
HDAC7	INADL
PRPF3	MCL1
MCL1	PRPF3
LLGL2	RCOR1
RCOR1	LLGL2
DYNLL1	NFKBIA
RPS13	VDAC1
VDAC1	RPS13
IQGAP1	ARPC2
ARPC2	IQGAP1
VPS11	CBL
CBL	VPS11
CRKL	EVL
C16orf87	PHKB
PHKB	C16orf87
ATP6V0A1	CHMP4B
CHMP4B	ATP6V0A1
GLI1	XBP1
XBP1	GLI1
TOMM34	PABPC1L
PABPC1L	TOMM34
UBQLN4	ANKRD13D
ANKRD13D	UBQLN4
PTPRK	CD109
CD109	PTPRK
CLINT1	MBOAT1
MBOAT1	CLINT1
AGR3	ANKMY2
ANKMY2	AGR3
ZNF282	SLX4
CSK	PXDC1
PXDC1	CSK
KEAP1	MAPKBP1
MAPKBP1	KEAP1
RPS13	RPS23
RPS23	RPS13
PLAUR	EEF1A1
ESR1	NCOA6
PSMD3	CCDC92
CCDC92	PSMD3
KDM3B	RFPL4B
RFPL4B	KDM3B
ZBTB7B	EFNA1
FBXL4	KLHL32
KLHL32	FBXL4
ETFA	CSPG4
CSPG4	ETFA
RPRD2	MCL1
MCL1	RPRD2
NFATC3	SUFU
SUFU	NFATC3
DYNLL1	CTTNBP2NL
CTTNBP2NL	DYNLL1
RAB11A	CROCC
CROCC	RAB11A
RPS29	CFLAR
CFLAR	RPS29
PTPN6	SOS1
KRT75	ANKS1A
ANKS1A	KRT75
KRAS	MIS18A
MIS18A	KRAS
FLG	USP1
USP1	FLG
S1PR4	GNA13
PIAS2	HMGXB4
HMGXB4	PIAS2
TRPC3	PLCB1
PRDX1	TESK2
TESK2	PRDX1
PNN	RALY
RALY	PNN
BMPR2	MAP3K8
DNAJB2	TRAF2
TRAF2	DNAJB2
LBX1-AS1	TLX1NB
TES	MYO18A
MYO18A	TES
CDK20	SPNS1
SPNS1	CDK20
KPNA2	LRPPRC
LRPPRC	KPNA2
NPY	PMCH
NCK2	ARHGEF7
ARHGEF7	NCK2
SNX7	DPYD
DPYD	SNX7
RPL23	RPS27L
RPS27L	RPL23
EEF2	RBM28
RBM28	EEF2
CSK	ZNF212
ZNF212	CSK
FLNB	MYO19
MYO19	FLNB
AC006946.15	CECR1
CECR1	AC006946.15
ITGB2	ICAM4
SDCBP	MAPRE3
MAPRE3	SDCBP
BOLL	RBPMS2
RBPMS2	BOLL
SELE	GLG1
MAD2L1	DSTYK
DSTYK	MAD2L1
RP11-27N21.3	RP11-26J3.1
RP11-26J3.1	RP11-27N21.3
FBXL17	ZBTB46
ZBTB46	FBXL17
PEX19	FAF2
FAF2	PEX19
POP4	OSTF1
OSTF1	POP4
RPS8	WDR18
WDR18	RPS8
ISG20	SRC
SRC	ISG20
ZNF333	OR7A5
OR7A5	ZNF333
Y_RNA	ATP6V0A1
CD247	GRB2
SART1	SNRNP40
SNRNP40	SART1
MOB4	SIKE1
SIKE1	MOB4
EEF1A1	SUMO2
SUMO2	EEF1A1
HCK	ZBTB7B
ZBTB7B	HCK
SDCBP	TNFAIP8
TNFAIP8	SDCBP
MMP16	LRP1
CDK19	MED9
MED9	CDK19
HDAC2	RBBP5
RBBP5	HDAC2
ESR1	GADD45A
YWHAZ	UPF1
PRKCZ	NFATC2
IKZF1	ANKRD27
ANKRD27	IKZF1
VANGL2	GPR156
GPR156	VANGL2
TPM1	MYO19
MYO19	TPM1
ANXA2	RPS7
RPS7	ANXA2
RIMS1	SYT1
PRPF4B	PABPC1
PABPC1	PRPF4B
CSF2RB	ITGB1
ITGB1	CSF2RB
CBL	SH3GL2
CNR1	MET
EHD4	TPCN2
TPCN2	EHD4
QARS	PIBF1
PIBF1	QARS
SH3GL2	ARHGAP8
ARHGAP8	SH3GL2
RAD51B	ZFYVE26
CDC7	IKZF1
IKZF1	CDC7
YWHAZ	MARK3
IL1RL1	TMED1
LANCL2	VOPP1
VOPP1	LANCL2
SUV420H1	PPP6R3
PPP6R3	SUV420H1
PRKCB	PTGER4
PTGER4	PRKCB
POLQ	SLC15A2
SLC15A2	POLQ
ZMIZ1	CACHD1
CACHD1	ZMIZ1
ZWINT	LYRM4
LYRM4	ZWINT
DLG2	KCNJ12
MCC	ZNF648
ZNF648	MCC
RPS3	LRRC59
LRRC59	RPS3
KRAS	KMT2E
KMT2E	KRAS
MTG1	RP11-108K14.8
RP11-108K14.8	MTG1
NCOR1	SPEN
CSK	AKT1
AKT1	CSK
DNAJC11	TRABD
TRABD	DNAJC11
GOLGA2	FBXW5
FBXW5	GOLGA2
RP11-308N19.1	COL27A1
IKZF3	TFAP2D
TFAP2D	IKZF3
FAM86C1	SHANK2
SHANK2	FAM86C1
ABI2	KIAA1217
KIAA1217	ABI2
PLAUR	CHSY3
CHSY3	PLAUR
ILF2	SRP14
SRP14	ILF2
ZMYM2	IKZF3
IKZF3	ZMYM2
SLC4A5	HRNR
HRNR	SLC4A5
KRAS	MVB12B
MVB12B	KRAS
CDC25A	ERBB2
ERBB2	CDC25A
SMCP	PLSCR1
PLSCR1	SMCP
BRD8	EPC1
EPC1	BRD8
CD247	POU2F1
POU2F1	CD247
GML	LAMA3
LAMA3	GML
KIF17	FHL5
ITGAV	ITGB1
CRK	MAP4K5
DNMT3B	MAPRE1
RP11-22B23.1	A2ML1
A2ML1	RP11-22B23.1
CAPZB	CEP152
CEP152	CAPZB
MAPK3	TWIST1
TWIST1	MAPK3
LYN	EVL
FBXW11	ZNF704
ZNF704	FBXW11
GRB2	SLC1A2
SLC1A2	GRB2
RUNX2	ETS1
ETS1	RUNX2
ERLIN1	CHMP4B
CHMP4B	ERLIN1
TCF4	MAPKBP1
MAPKBP1	TCF4
ZFYVE9	ZKSCAN1
GPR156	HGD
HGD	GPR156
BCAT1	ATXN2
ATXN2	BCAT1
FHL3	BARX2
BARX2	FHL3
KCNH2	FRMD8
FRMD8	KCNH2
MSH6	MUTYH
MUTYH	MSH6
DLX4	MYBBP1A
MYBBP1A	DLX4
KRAS	WBSCR17
WBSCR17	KRAS
BCL3	RELA
RELA	BCL3
APBA3	PKN3
PKN3	APBA3
CA12	USP3
NTRK1	IRS2
MCC	WDR5
WDR5	MCC
USP25	PUS10
PUS10	USP25
GABRR1	PM20D2
HSPA9	SLC25A13
SLC25A13	HSPA9
GLI1	TRIM42
TRIM42	GLI1
NCKAP1	CBLC
CBLC	NCKAP1
REL	DEF6
DEF6	REL
ZNF562	ZNF846
TACR1	TAC4
CCND3	RB1
CAV3	SNX3
SNX3	CAV3
SREBF2	SETDB1
SETDB1	SREBF2
ENTPD4	NT5M
CTNNA1	DGKD
DGKD	CTNNA1
WASF1	ACTR3
ACTR3	WASF1
GOLGA2	TRIM29
CDC23	KDM3B
PAX3	MEOX1
UPF1	PPAN
PPAN	UPF1
S100A11	ACTB
RTN4RL1	SGSM2
SGSM2	RTN4RL1
PRTFDC1	IQCF1
IQCF1	PRTFDC1
F13A1	F13B
F13B	F13A1
CCDC85B	ZNF250
ZNF250	CCDC85B
ZMYND8	MTA3
MTA3	ZMYND8
AFAP1-AS1	UPP1
PPP3CC	ARHGAP22
ARHGAP22	PPP3CC
PABPC3	PHB
PHB	PABPC3
PHB2	ATXN10
ATXN10	PHB2
HDLBP	SOS1
SOS1	HDLBP
DLG2	ATP2B4
SREBF2	PIAS1
RP11-473M20.9	MMP25
AK2	MCC
MCC	AK2
CDKN2D	RUFY4
RUFY4	CDKN2D
TRAF3	GRIN1
HRAS	NF1
NF1	HRAS
AFAP1-AS1	ADARB1
ACTB	DTNA
DTNA	ACTB
GNAI1	RGS19
RGS19	GNAI1
ETS2	PRAP1
PRAP1	ETS2
RANBP10	CNTNAP4
EHD4	PLA2G4E
PLA2G4E	EHD4
CDKN2B-AS1	THEM6
PPP1CC	POLR3B
POLR3B	PPP1CC
NFKB1	ZBTB9
ZBTB9	NFKB1
ZNF3	TRAF4
TRAF4	ZNF3
RB1	CBX5
CBX5	RB1
RELA	IL2RA
THRB	MED21
STAT5B	POU2F1
NEFM	TNIK
TNIK	NEFM
EEF2	RPL24
RPL24	EEF2
SRSF4	SNCA
SNCA	SRSF4
DYSF	KIF1B
KIF1B	DYSF
ING5	NAV2
CDKN2B-AS1	THRA
PRKACA	CREM
BEGAIN	ABLIM1
AURKA	PTTG1
PTTG1	AURKA
DVL1	GNB1
FAS	FASLG
FASLG	FAS
SMAD4	UHRF2
CDC5L	DNAJC8
DNAJC8	CDC5L
TOM1	MYO19
MYO19	TOM1
EP300	RAB5C
RAB5C	EP300
GLMN	FBXW8
FBXW8	GLMN
RPS6KA2	ESR1
ERBB2	GPX1
GPX1	ERBB2
CDKN2B-AS1	OXCT1
YWHAE	CDC25A
CPT1A	AGPAT5
AGPAT5	CPT1A
PPP6C	HSPA5
HSPA5	PPP6C
CD47	KLRG2
KLRG2	CD47
ACVR1	RAB25
TFAP2B	CITED2
CITED2	TFAP2B
PTK2	GRB7
PTN	GSK3B
PHC2	FAM161A
FAM161A	PHC2
YPEL5	DCAF10
DCAF10	YPEL5
APC	RPL5
RPL5	APC
PCMT1	GABARAPL2
GABARAPL2	PCMT1
GRK6	SLC9A3R1
LEP	CRP
DAP3	AHR
EFEMP1	RERE
PYGB	ENTPD6
EP300	TCF3
TCF3	EP300
KMT2A	MED15
MED15	KMT2A
NCOR2	RUNX1
CRYL1	WDR59
WDR59	CRYL1
CORO2A	MYO19
MYO19	CORO2A
DLG1	GRIK2
EPB41	CACYBP
CACYBP	EPB41
TPM1	KLHL21
KLHL21	TPM1
FTH1	SERPINB7
SERPINB7	FTH1
SDCBP	TRAF6
TRAF6	SDCBP
NRBP1	TSC22D4
GOLGA2	AFF4
AFF4	GOLGA2
EBF1	RNF145
RNF145	EBF1
RP11-148B3.1	FBXW8
RP11-524F11.2	MPRIP
APTX	MAPKBP1
PCDHGC3	NRN1
NRN1	PCDHGC3
TMEM259	ARID3A
ARID3A	TMEM259
IQGAP1	CALML3
VDR	TRRAP
BAIAP2L1	KLHL22
KLHL22	BAIAP2L1
LBX1-AS1	DPCD
TCF4	BCL2L15
BCL2L15	TCF4
MRPL45	MRPL21
MRPL21	MRPL45
GRIN2B	CAMK2N1
CAMK2N1	GRIN2B
RELA	KAT2B
NEDD9	SMAD2
GINS1	SYNDIG1
SYNDIG1	GINS1
RELA	NCOR2
S1PR5	DNM2
DNM2	S1PR5
EEF1D	MAP1B
MAP1B	EEF1D
MCC	SOD2
SOD2	MCC
SLC18A1	TUBA4A
TUBA4A	SLC18A1
PTEN	ST8SIA6
ST8SIA6	PTEN
SELPLG	SSH1
SSH1	SELPLG
APOA4	SNX27
SNX27	APOA4
FGFR1OP	CEP19
CEP19	FGFR1OP
GSN	LIMK2
MAPK14	VPRBP
VPRBP	MAPK14
KAT5	GMCL1P1
GMCL1P1	KAT5
GRB2	RPS8
RPS8	GRB2
ARPC1A	KPNA7
KPNA7	ARPC1A
C10orf76	HPS6
CDH12	CDH18
CDH18	CDH12
KIR3DL1	PRKCA
PRKCA	KIR3DL1
RP11-328K4.1	CENPE
PRKCD	MAPK3
FBXO46	MYO18A
MYO18A	FBXO46
SNRPC	C6orf106
EVL	TRIM9
TRIM9	EVL
FPR2	CERS5
CERS5	FPR2
TP63	BTRC
BTRC	TP63
PPP2R1B	SIK2
SIK2	PPP2R1B
ATF7IP	QRICH1
RORA	RUVBL1
ZBTB46	C20orf195
C20orf195	ZBTB46
HSP90AB1	RPL6
RPL6	HSP90AB1
TPM4	MAST3
MAST3	TPM4
PAK2	RAC1
RAC1	PAK2
NDC80	CCDC101
CCDC101	NDC80
MYC	TMEM135
TMEM135	MYC
ITPKB	CTDSP1
CTDSP1	ITPKB
IL1R2	CISD2
CISD2	IL1R2
RP11-281P23.1	WDR1
SLC39A14	HR
HR	SLC39A14
GC	NPFFR2
POGZ	RORC
RORC	POGZ
SMARCE1	MED21
MED21	SMARCE1
SVEP1	TXNDC8
TXNDC8	SVEP1
MCC	RAB7A
RAB7A	MCC
GRB2	NR5A1
PSMD7	CCDC92
CCDC92	PSMD7
CSK	IL21
IL21	CSK
CDC5L	RBM17
RBM17	CDC5L
CAP2	ADO
ADO	CAP2
PCGF1	LOXL3
LOXL3	PCGF1
TRAF3	GMEB2
GMEB2	TRAF3
ADCY5	PDE9A
CLNS1A	TMEM33
TMEM33	CLNS1A
TMBIM1	GPBAR1
GPBAR1	TMBIM1
RAPGEF1	RHOQ
RHOQ	RAPGEF1
EIF2S2	COPS7A
COPS7A	EIF2S2
ADRB1	MAGI2
XPO6	LYPD3
LYPD3	XPO6
CDKN2B-AS1	CDKN2C
STK16	EBLN2
EBLN2	STK16
INPPL1	PLCD3
PLCD3	INPPL1
STK11	SBNO2
SBNO2	STK11
TNIK	NANS
NANS	TNIK
DEFA1	MANBA
MANBA	DEFA1
RAB5C	IST1
IST1	RAB5C
FSCN1	ANLN
ANLN	FSCN1
CHST6	GOLPH3L
GOLPH3L	CHST6
NSG1	STX18
STX18	NSG1
LMNA	PRKCQ
PRKCQ	LMNA
INSRR	SH2D2A
SH2D2A	INSRR
EPB41	ATP5L
ATP5L	EPB41
TNFRSF13B	TRAF2
ETF1	PABPC1
PABPC1	ETF1
RAI14	ANLN
ANLN	RAI14
CSK	SLC31A2
SLC31A2	CSK
ETF1	MPHOSPH9
MPHOSPH9	ETF1
MIS12	TBC1D10A
TBC1D10A	MIS12
PCNP	MIS12
MIS12	PCNP
TPM1	SPAG9
SPAG9	TPM1
AKAP8	CCND3
AFAP1-AS1	ZNF532
GOLGA2	RBM39
RBM39	GOLGA2
GRIP2	MAP4K4
STAT1	IRF1
BLMH	TMIGD1
TMIGD1	BLMH
RCC1	GEMIN2
GEMIN2	RCC1
CDH5	MYO1D
MYO1D	CDH5
PAG1	CLPB
CLPB	PAG1
PITX1	DZIP3
UQCRFS1	NDUFA12
NDUFA12	UQCRFS1
ESR1	MED24
PPP1CC	SCRIB
SCRIB	PPP1CC
VIM	ZBTB11
ZBTB11	VIM
PIM1	DCP1A
DCP1A	PIM1
CSK	RANBP10
RANBP10	CSK
PLCB1	PLCD3
PLCD3	PLCB1
PITRM1	RARS2
RARS2	PITRM1
YWHAQ	CSNK1E
EVI5	FAM161A
FAM161A	EVI5
EXOC5	EXOC4
EXOC4	EXOC5
PRKD3	QPCT
QPCT	PRKD3
CD40	MAP3K8
TNFRSF19	TRAF6
VIM	HAX1
HAX1	VIM
PYY	DCAKD
DCAKD	PYY
ESR1	GBP1
GBP1	ESR1
MRPL42	MRPS6
MRPS6	MRPL42
ARNT	EPAS1
EPAS1	ARNT
KRAS	DGCR14
DGCR14	KRAS
MBIP	CCDC85B
AP2S1	RAB25
RAB25	AP2S1
GPR183	EIF2B3
EIF2B3	GPR183
TRAF6	NDUFAF1
NDUFAF1	TRAF6
SERPINB5	ZRANB2
ZRANB2	SERPINB5
EP300	HDAC3
YWHAZ	KIAA0232
KIAA0232	YWHAZ
TRAF2	HIVEP3
RBPMS	C11orf87
C11orf87	RBPMS
KANK2	ZNF648
ZNF648	KANK2
MAP2K5	YWHAZ
YWHAZ	MAP2K5
AC008074.4	VPS54
FMNL1	PLEKHM1
PLEKHM1	FMNL1
CDKN2A	MYO1C
MYO1C	CDKN2A
CENPE	CLASP2
CLASP2	CENPE
PEX19	ATP1A4
ATP1A4	PEX19
VIM	ST8SIA6
ST8SIA6	VIM
ETFDH	NDUFB7
NDUFB7	ETFDH
PRDM2	PDPN
PDPN	PRDM2
IQGAP1	UNC45A
CANX	TSHR
TSHR	CANX
PARP1	APTX
APTX	PARP1
COL4A2	FKBP9
FKBP9	COL4A2
USP48	HSPG2
HSPG2	USP48
SLAMF1	THUMPD3
THUMPD3	SLAMF1
SMARCE1	DPF3
DPF3	SMARCE1
CD9	ITGB1
AURKA	ZMYM1
ZMYM1	AURKA
NR4A2	BAZ1B
BZW2	NXT1
NXT1	BZW2
UBE2D3	MUL1
MUL1	UBE2D3
TCF4	FIGLA
FIGLA	TCF4
MCRS1	GPBP1L1
GPBP1L1	MCRS1
RPL3	ATG5
ATG5	RPL3
FYB	CBLB
ST8SIA4	CACHD1
CACHD1	ST8SIA4
ALDH3A2	XPO4
XPO4	ALDH3A2
TSNARE1	GPR20
GPR20	TSNARE1
UTRN	DTNB
ADRA1A	PPP1R9B
MEG3	SMAD2
PRKACA	IQGAP2
IQGAP2	PRKACA
GNAQ	RGS2
RGS2	GNAQ
DVL1	ATAD3C
CRK	FLNB
FLNB	CRK
FLI1	SNRPC
HDAC3	PHB2
PHB2	HDAC3
CTD-2127H9.1	LIFR
PIAS1	POLK
POLK	PIAS1
ADAM19	NRG1
PPARD	NRIP1
AKAP8	BRD4
BRD4	AKAP8
DLX6-AS1	DYNC1I1
snoU13	BDH1
BCR	MYC
MYC	BCR
EFEMP2	SIPA1
SIPA1	EFEMP2
KLC2	GEMIN7
GEMIN7	KLC2
AC010761.6	RP11-192H23.4
CAPZA2	DCTN1
DCTN1	CAPZA2
JAK2	CTLA4
BYSL	HOOK2
HOOK2	BYSL
MDFI	CREB5
CREB5	MDFI
RP11-251M1.1	EGFL7
TRIM29	CDK15
CDK15	TRIM29
DGKD	PLCXD2
PLCXD2	DGKD
SNTG1	TGFBR1
BLM	FANCM
LRRC49	NICN1
NICN1	LRRC49
KAT5	FCHO1
FCHO1	KAT5
CD247	SH2B3
FASLG	HCK
HCK	FASLG
IRS1	NCK2
NCK2	IRS1
FBN1	SPRY2
BIK	TSPO
TPM1	AFAP1
AFAP1	TPM1
LIMA1	UBXN2A
UBXN2A	LIMA1
CDKN2D	NR4A2
NR4A2	CDKN2D
BRD4	EP300
EP300	BRD4
RPS3	EMG1
EMG1	RPS3
CDC5L	SRSF6
SRSF6	CDC5L
CHUK	MYH9
MYH9	CHUK
RPS13	SF3B1
SF3B1	RPS13
RPN1	SART3
SART3	RPN1
BNIP3L	DPYSL2
DPYSL2	BNIP3L
KRT6A	KRT19
KRT19	KRT6A
ZNF45	BCL3
BCL3	ZNF45
EPG5	PSTPIP2
PSTPIP2	EPG5
GTF2A1	TAF4
AFAP1-AS1	PDE8B
ZDHHC19	PCYT1A
GRB2	PALM2-AKAP2
PALM2-AKAP2	GRB2
MPZL1	SPACA1
SPACA1	MPZL1
BYSL	MKRN1
MKRN1	BYSL
AKT1	NOS3
NOS3	AKT1
RXRA	NCOA2
NCOA2	RXRA
PRKG1	CCDC80
CCDC80	PRKG1
SLC27A6	ISOC1
ISOC1	SLC27A6
LMNA	HCN3
HCN3	LMNA
MRPL4	MARS2
MARS2	MRPL4
ADARB1	TCF20
TCF20	ADARB1
PPP6R2	ANKRD28
ANKRD28	PPP6R2
SOCS1	EGFR
ANKS1A	KIAA1328
KIAA1328	ANKS1A
LYN	SKAP1
RPS29	GNL3
GNL3	RPS29
HAP1	DDX49
DDX49	HAP1
P4HA2	RAVER1
RAVER1	P4HA2
SRRM1	CDK12
CDK12	SRRM1
TMEM184B	CSNK1E
CSNK1E	TMEM184B
GDF15	LSM4
LSM4	GDF15
ACTA2	LIPM
LIPM	ACTA2
FAM184A	MAN1A1
MAN1A1	FAM184A
RELA	RPS6KA4
RPS6KA4	RELA
NID2	RP11-1033H12.3
RP11-1033H12.3	NID2
MARK4	HPS6
HPS6	MARK4
NUP153	NUP205
NUP205	NUP153
CPT1A	PPP6R3
PPP6R3	CPT1A
PPM1A	ADAMTS12
ADAMTS12	PPM1A
SLC18A1	RTEL1
RTEL1	SLC18A1
UQCC1	GGT7
GGT7	UQCC1
PRKCA	PEA15
PKD1	ACTN1
GRAP2	C16orf11
C16orf11	GRAP2
IFT57	COG6
COG6	IFT57
ITFG1	SERBP1
RGS19	NUFIP2
NUFIP2	RGS19
ALDH3B2	ALDOB
ALDOB	ALDH3B2
RGS3	ZNF397
ZNF397	RGS3
HOMER3	KANK4
KANK4	HOMER3
KAT2A	MED13
MED13	KAT2A
CDH1	SLC1A5
SLC1A5	CDH1
SRSF6	LSM4
LSM4	SRSF6
GRB2	ARHGAP32
ARHGAP32	GRB2
VDR	CCND3
MDFI	ZNF440
STK11	CDC37
RPL3	DICER1
DICER1	RPL3
SNRPN	SYF2
SYF2	SNRPN
IPO5	RPL23
RPL23	IPO5
PCDHA10	PCDHA8
PCDHA8	PCDHA10
MSX1	TLE1
TLE1	MSX1
ARRB1	RPL3
RPL3	ARRB1
EGFR	KRT8
PDXDC1	TMEM184A
TMEM184A	PDXDC1
BAG1	HSPA4
HSPA4	BAG1
IRS1	MAPK13
MAPK13	IRS1
MALAT1	RASSF6
MYBBP1A	DDX47
DDX47	MYBBP1A
RTKN	M1AP
M1AP	RTKN
ETS1	MAPK4
MAPK4	ETS1
SMTN	RNF185
RNF185	SMTN
ACTL6A	MBD2
MBD2	ACTL6A
KAT2A	MED24
MED24	KAT2A
WDR18	POLR2E
POLR2E	WDR18
RP11-108O10.2	DIXDC1
IMPDH2	PTTG1
PTTG1	IMPDH2
ACBD4	HEXIM1
HEXIM1	ACBD4
C15orf38-AP3S2	ZNF710
ZNF710	C15orf38-AP3S2
TGM2	RB1
STRN	MOB4
MOB4	STRN
KRAS	VWF
VWF	KRAS
ADRA2C	MDFI
MDFI	ADRA2C
HNF1A-AS1	STAT3
CASP3	RB1
VAMP3	MANSC1
MANSC1	VAMP3
GTF2I	RELB
IGF2BP3	PHB2
PHB2	IGF2BP3
WIPF1	CRKL
MAP3K8	TYK2
TYK2	MAP3K8
IFI30	DEPDC1B
DEPDC1B	IFI30
GIMAP8	NANOS3
NANOS3	GIMAP8
UBE2K	KLB
KLB	UBE2K
NADK	MXRA8
MXRA8	NADK
DNM2	DYNC1LI1
DYNC1LI1	DNM2
ANXA2	FLNB
FLNB	ANXA2
BAG1	VDR
CSK	ZNF639
ZNF639	CSK
ZNF76	L3MBTL3
L3MBTL3	ZNF76
KIF3B	MPHOSPH9
MPHOSPH9	KIF3B
E4F1	RB1
RB1	E4F1
RPL29	DICER1
DICER1	RPL29
PPP2CA	CTTNBP2
CTTNBP2	PPP2CA
UHRF1BP1	NEDD1
NEDD1	UHRF1BP1
UPK1B	UPK3B
UPK3B	UPK1B
CTD-3184A7.4	C20orf195
MANSC1	KLRG2
KLRG2	MANSC1
ST7	B3GNT1
B3GNT1	ST7
GS1-122H1.2	RNASEL
LCP2	TRAT1
TRAT1	LCP2
ZEB1	ZEB2
SMARCC1	SMARCE1
SMARCE1	SMARCC1
RPL37A	RPS13
RPS13	RPL37A
EFCAB5	CPD
CPD	EFCAB5
CENPA	WDR5
WDR5	CENPA
DPH2	B4GALT2
B4GALT2	DPH2
PRKCQ	PRKCZ
PRKCZ	PRKCQ
SEMA4B	ZNF710
ZNF710	SEMA4B
B4GALT1	CDK11A
CDK11A	B4GALT1
KLF4	AURKA
TPM1	CLTCL1
CLTCL1	TPM1
UBE2D3	BTRC
BTRC	UBE2D3
ARRB1	CXCR2
PRKCB	RB1
RB1	PRKCB
KRT1	STAT3
SART3	DDX31
DDX31	SART3
RP3-400N23.6	LIMK2
MYC	KDM2A
EPHA2	HEXIM1
HEXIM1	EPHA2
GDF11	PCDHGA5
PCDHGA5	GDF11
HOXA1	DTX2
DTX2	HOXA1
FES	HSPA4
HSPA4	FES
