AC021016.8	USP37
MOCS1	RAB8B
RAB8B	MOCS1
DDX5	RPS7
RPS7	DDX5
L3MBTL2	KLHL22
KLHL22	L3MBTL2
RIN3	SLC24A4
SLC24A4	RIN3
TMED2	PHB2
PHB2	TMED2
PTPN14	YWHAG
ATR	IRS1
IRS1	ATR
SMARCC2	KRT27
KRT27	SMARCC2
PARK7	OTUD7B
OTUD7B	PARK7
AC002117.1	HEXIM2
RP11-774D14.1	CDH18
CANX	OPRD1
OPRD1	CANX
IGFBP3	RXRA
MEAF6	DNALI1
BMPR1A	SLC4A7
SLC4A7	BMPR1A
TUSC2	ZMYND10
ZMYND10	TUSC2
NOLC1	RBM28
RBM28	NOLC1
RPL6	MYBBP1A
MYBBP1A	RPL6
IGHMBP2	LRP5
TUBGCP2	PAOX
PRKG1	VASP
ACTB	CYBRD1
CYBRD1	ACTB
KCNJ2	PRKACA
PRKACA	KCNJ2
TBC1D4	KIAA0556
KIAA0556	TBC1D4
STX18	IFT57
IFT57	STX18
snoU13	PQLC2
AC131097.3	GAL3ST3
MAPK14	GJA1
GJA1	MAPK14
WASF1	CBLC
CBLC	WASF1
AFAP1-AS1	IL1RL1
HMGA1	ELF1
SOX9	SLC2A12
SLC2A12	SOX9
ANXA2	PRKCQ
PRKCQ	ANXA2
ADCK3	DTX2
DTX2	ADCK3
PRPSAP1	QRICH2
ZNF469	SLC7A5
SLC7A5	ZNF469
DPPA4	VIM
LGALSL	PELI1
PELI1	LGALSL
STXBP1	MAPT
LZTS1	CCDC101
CCDC101	LZTS1
EPS15	MYO1C
MYO1C	EPS15
RP11-702H23.4	PGM2L1
NTRK3	SQSTM1
GPR161	RTN4
RTN4	GPR161
IQGAP1	WDR1
WDR1	IQGAP1
HS3ST1	HS3ST5
HS3ST5	HS3ST1
KANK2	TSNAXIP1
TSNAXIP1	KANK2
COX6C	UQCRC1
UQCRC1	COX6C
GRB2	SPEN
SPEN	GRB2
MOV10	LSM4
LSM4	MOV10
TRA2A	NCOA5
NCOA5	TRA2A
STXBP1	FAM129B
FAM129B	STXBP1
ENSA	ARIH2
VIM	CDKN1A
RPL24	RPS26
RPS26	RPL24
SMAD3	ZEB2
ZEB2	SMAD3
CDH5	ITFG1
ITFG1	CDH5
QSER1	FAM83D
FAM83D	QSER1
PEX10	CD2AP
CD2AP	PEX10
CUL2	PRPF3
PRPF3	CUL2
RP11-63L7.5	GABRR2
OSBPL3	ZNF648
ZNF648	OSBPL3
KIF2A	YWHAZ
YWHAZ	KIF2A
EGFR	TGFA
TGFA	EGFR
FASLG	FYB
FYB	FASLG
RARA	ANP32A
ANP32A	RARA
COL4A3	ITGAV
EP300	TAL1
TAL1	EP300
GRB2	CBLB
MYOC	CKM
SART3	CORO1C
CORO1C	SART3
PTP4A2	FMN2
FMN2	PTP4A2
RPL3	RPS23
RPS23	RPL3
KRAS	INTS3
INTS3	KRAS
UBE2D3	RNF10
RNF10	UBE2D3
SOD2	IKBKE
IKBKE	SOD2
SRC	PPARD
KCNC4	NAT14
NAT14	KCNC4
STAT3	MAP3K7
SYK	STAT1
HNF4A	LMLN
LMLN	HNF4A
GRB2	PXDN
PXDN	GRB2
CDKN2B-AS1	RAB26
PPP6C	REL
REL	PPP6C
AKT1	BRAF
GJA3	XPO4
XPO4	GJA3
TMEM51-AS1	CASP9
CD55	PFKFB2
PFKFB2	CD55
CRK	ATXN1
SLC25A3	RPL38
RPL38	SLC25A3
KLRG2	GXYLT2
GXYLT2	KLRG2
AKT1	CASP3
SOS1	ITSN2
ITSN2	SOS1
B4GALT1	SLC35B1
SLC35B1	B4GALT1
MARK3	STK11
STK11	MARK3
ERBB4	GRIN1
GRIN1	ERBB4
TNFRSF8	TNFSF8
TNFSF8	TNFRSF8
DBN1	STON2
STON2	DBN1
PTGER3	HOOK2
HOOK2	PTGER3
PLAUR	POGLUT1
POGLUT1	PLAUR
CDK5RAP2	C6orf141
C6orf141	CDK5RAP2
MRPS6	MRPL21
MRPL21	MRPS6
CHCHD7	IMPAD1
IMPAD1	CHCHD7
HSPD1	SLC25A13
SLC25A13	HSPD1
PIK3CA	IRS2
IRS2	PIK3CA
PDE1A	PPP1R1C
APOD	KIAA0355
KIAA0355	APOD
MAPRE1	SPECC1
SPECC1	MAPRE1
LINC00511	EZH2
LINC00636	CD47
CDK12	ERBB2
ERBB2	CDK12
ENO1	PKLR
PKLR	ENO1
ILF2	INTS3
INTS3	ILF2
GEMIN2	SYNE1
SYNE1	GEMIN2
PIK3C2A	MYO19
MYO19	PIK3C2A
TTC3	KCNJ6
KCNJ6	TTC3
PLCB1	ISYNA1
ISYNA1	PLCB1
CKAP4	RTN4R
RTN4R	CKAP4
RBX1	FBXO11
FBXO11	RBX1
YWHAG	SF3B1
SF3B1	YWHAG
LIME1	GRB2
GSN	TPM4
TPM4	GSN
LCP2	HCK
HSD17B1	HSD17B2
HSD17B2	HSD17B1
LEP	STAT3
STAT3	LEP
NOLC1	GNL3
GNL3	NOLC1
MEG3	GDF15
MRPL4	MRPL45
MRPL45	MRPL4
KIF2A	CEP192
CEP192	KIF2A
KLF6	KLF4
COL4A3	COL4A3BP
NAALADL2	SPATA16
SPATA16	NAALADL2
NDC80	FAM170A
FAM170A	NDC80
RP11-20B24.5	PHF12
BTLA	TNFRSF14
B3GNT2	PTEN
PTEN	B3GNT2
M6PR	BCAR1
BCAR1	M6PR
ICAM3	TYK2
EHD4	OLFM3
OLFM3	EHD4
RP5-1074L1.1	SLC6A17
ATP5L	ATPIF1
ATPIF1	ATP5L
PLK1	ANKRD44
ANKRD44	PLK1
AFF3	PIP4K2A
PIP4K2A	AFF3
MEG3	CASP9
LINC00511	CDKN1C
CREBBP	STAT3
STAT3	CREBBP
EEF2	IGF2BP1
IGF2BP1	EEF2
PLK1	ANAPC1
ANAPC1	PLK1
PDE4A	PRKAR2A
PRKAR2A	PDE4A
CORO1C	RAI14
RAI14	CORO1C
SPRY4	FGF1
FGF1	SPRY4
HSD17B2	HSD17B7
HSD17B7	HSD17B2
AP4M1	SF3B2
SF3B2	AP4M1
MLLT4	CTNNA1
CDKN2B-AS1	ANKRD29
HIP1	FAM49B
FAM49B	HIP1
ICAM5	CDC37
CDC37	ICAM5
CALML3	COASY
COASY	CALML3
TRAF5	RIPK2
KDM2A	ADRBK1
ADRBK1	KDM2A
CAPRIN1	PTK2
PTK2	CAPRIN1
RP1-85F18.5	MKL1
FES	IRS2
IRS2	FES
QARS	HYAL1
HYAL1	QARS
KRAS	UFL1
UFL1	KRAS
LITAF	TNIP3
TNIP3	LITAF
PRSS23	CEP152
CEP152	PRSS23
LYN	LIME1
HAL	PI4KA
PI4KA	HAL
PLK3	SNCA
SNCA	PLK3
GSK3B	TAF5
TAF5	GSK3B
PHF12	SEZ6
SEZ6	PHF12
RHBDD2	HIP1
HIP1	RHBDD2
KRT15	EFHC1
EFHC1	KRT15
FOCAD	MLLT3
MLLT3	FOCAD
RPL6	TRIP11
TRIP11	RPL6
TNPO1	TUSC5
TUSC5	TNPO1
HDAC2	BCL11B
BCL11B	HDAC2
CRK	DOCK3
GPC1	XYLT2
XYLT2	GPC1
MOV10	SF3B2
SF3B2	MOV10
TRAF6	SQSTM1
SQSTM1	TRAF6
CTD-2562J15.6	KLF2
ESR1	PRDM2
ARIH2	KAT5
KAT5	ARIH2
CDKN1A	HOOK2
HOOK2	CDKN1A
BCL6	GOLGA2
GOLGA2	BCL6
VASP	ACTB
SLC38A2	TGS1
TGS1	SLC38A2
TUBGCP5	RICTOR
RICTOR	TUBGCP5
RPS6KA1	IL17RA
IL17RA	RPS6KA1
CWC22	DHX35
DHX35	CWC22
ANAPC5	KIAA1683
KIAA1683	ANAPC5
LYPD3	AGR3
AGR3	LYPD3
FOXK1	AMZ1
AMZ1	FOXK1
TOE1	TESK2
TESK2	TOE1
SUPT3H	CCDC101
CCDC101	SUPT3H
AFAP1-AS1	PRPF4B
CBY1	KCNJ4
KCNJ4	CBY1
KAT5	ETV6
GRB2	MAGI2
MAGI2	GRB2
PLD1	CORO1C
CORO1C	PLD1
NCK2	TNK2
TNK2	NCK2
ARRB1	YWHAG
YWHAG	ARRB1
MAPK3	TAOK2
PTEN	PTK2
KRT1	KRT15
KRT15	KRT1
CBL	PTPRC
PTPRC	CBL
KRAS	TMEM177
TMEM177	KRAS
B4GALT1	SLC39A3
SLC39A3	B4GALT1
TP63	UBE2D3
UBE2D3	TP63
MIPOL1	TSGA10IP
TSGA10IP	MIPOL1
GABRA1	GABRA6
GABRA6	GABRA1
CATSPER4	CEP85
ZNF512B	PBRM1
CYFIP2	WASF1
EIF4B	WIZ
WIZ	EIF4B
BLM	ELK4
ELK4	BLM
MOV10	PRPF6
PRPF6	MOV10
RAB5C	UQCRFS1
UQCRFS1	RAB5C
DAG1	NOS3
NOS3	DAG1
CLIP1	PKN3
PKN3	CLIP1
MYO1B	LIMA1
LIMA1	MYO1B
CRK	PAK1
PAK1	CRK
RP11-536G4.2	MLF2
ANLN	UACA
UACA	ANLN
CRK	ASAP1
ASAP1	CRK
KRAS	MED4
MED4	KRAS
KPNA1	LEF1
LEF1	KPNA1
IKZF3	CDC37
SIAH1	N4BP1
N4BP1	SIAH1
Y_RNA	DAPK2
TG	HYOU1
HYOU1	TG
NOP58	RAPH1
RAPH1	NOP58
TRRAP	MEAF6
MEAF6	TRRAP
ATXN1	ST6GALNAC6
ST6GALNAC6	ATXN1
ZNF333	ASPM
ASPM	ZNF333
HIRIP3	HIRA
C21orf33	DNMT3L
DNMT3L	C21orf33
PBX1	CDCA7L
CDCA7L	PBX1
SLC15A1	TUBA4A
TUBA4A	SLC15A1
KRAS	FEZ2
FEZ2	KRAS
RPS7	COLEC11
SFPQ	ZMYM2
ZMYM2	SFPQ
RELA	COMMD7
COMMD7	RELA
KRAS	RPL37A
RPL37A	KRAS
SLC35C2	ELMO2
MPPED1	UCKL1
UCKL1	MPPED1
IL1R2	EXOC6B
EXOC6B	IL1R2
TSHR	STAT3
DDX6	PROP1
PROP1	DDX6
ATXN10	AURKA
AURKA	ATXN10
GOLGA2	FAM50B
FAM50B	GOLGA2
F2RL1	CAPN2
SEC23A	MIA2
MIA2	SEC23A
PLCB1	ITPKA
IGF2BP1	FAM117A
FAM117A	IGF2BP1
SRSF4	LSM4
LSM4	SRSF4
FOXC2	GOLGA2
NCOR1	NCOR2
NCOR2	NCOR1
PPP1R12A	CORO1C
CORO1C	PPP1R12A
PTGES3	ESR1
RGL1	RIT1
PAK1	PLK1
PLK1	PAK1
GRB2	CALD1
GHR	PTPN3
PTPN3	GHR
AGO2	MYC
MDFI	PDIA5
PDIA5	MDFI
SLC1A2	APIP
APIP	SLC1A2
IQGAP1	OSBPL3
OSBPL3	IQGAP1
ZNF317	AEN
AEN	ZNF317
PLCB2	BMF
BMF	PLCB2
AFAP1-AS1	CASP3
AFAP1-AS1	RGS2
NR4A1	NCOA1
PROP1	OTUD6B
OTUD6B	PROP1
DDX46	CHERP
CHERP	DDX46
APC	FLOT2
FLOT2	APC
OASL	KLC3
KLC3	OASL
SRC	TNS3
TNS3	SRC
TBC1D14	HEPHL1
HEPHL1	TBC1D14
E2F3	YY1
YY1	E2F3
AFAP1-AS1	TRPM2
LYPD3	L34079.2
L34079.2	LYPD3
FLT1	CRK
SLC38A2	SLC38A4
SLC38A4	SLC38A2
CAV2	SRC
SRC	CAV2
GSK3B	RELB
RELB	GSK3B
FES	EZR
EZR	FES
PRKACA	PFKFB2
RPS13	RPS27L
RPS27L	RPS13
SRPK1	RALY
RALY	SRPK1
NR3C2	TRIM24
TRIM24	NR3C2
CDKN2B-AS1	TMEM258
ARHGDIB	RAC2
AFAP1-AS1	PC
KLHL12	KDM5B
KDM5B	KLHL12
RP11-390F4.10	KDM4C
CANX	MPPE1
MPPE1	CANX
PTPRK	CACNA2D2
CACNA2D2	PTPRK
CTD-2189E23.1	CTC-548K16.2
CTC-548K16.2	CTD-2189E23.1
CCDC130	EFHC1
EFHC1	CCDC130
YWHAZ	ARHGEF2
ADORA2B	DCC
MLC1	TRABD
SUMO2	MDN1
MDN1	SUMO2
RP11-700H6.2	SPAG9
DYNC1I2	CYBRD1
CYBRD1	DYNC1I2
GPRC5C	SLC9A3R1
SLC9A3R1	GPRC5C
HSF2BP	TOX2
TOX2	HSF2BP
CTD-3184A7.4	PRPF6
NCAPH2	FAM208B
FAM208B	NCAPH2
RP1-261G23.5	HSP90AB1
AHR	NCOR2
NCOR2	AHR
DHCR7	RP11-849H4.2
RP11-849H4.2	DHCR7
ACTB	RUVBL1
RUVBL1	ACTB
NELL1	PXDN
PXDN	NELL1
HAX1	IL6R
IL6R	HAX1
PKNOX1	PRAP1
PRAP1	PKNOX1
TP63	SMAD4
SMAD4	TP63
SLC9C2	DARS2
ACSS2	MMP24
MMP24	ACSS2
MYH9	S100A10
S100A10	MYH9
TFAP2A	MYC
GPR183	PMEPA1
PMEPA1	GPR183
COASY	HEPHL1
HEPHL1	COASY
UBE2K	PUF60
PUF60	UBE2K
TRA2A	C17orf85
C17orf85	TRA2A
KNTC1	ACTR5
ACTR5	KNTC1
MAPK4	RPS6KA1
RPS6KA1	MAPK4
NUAK1	YWHAE
MYBBP1A	IGF2BP1
IGF2BP1	MYBBP1A
RBPMS	PATZ1
PATZ1	RBPMS
GNB1	PIK3CG
EGFR	PIK3C2B
PIK3C2B	EGFR
EP300	SATB1
SATB1	EP300
MAPT	CDCA8
CDCA8	MAPT
USP4	PRPF3
PRPF3	USP4
AK3	RCL1
RCL1	AK3
PARD6B	PRKCZ
LBX2-AS1	CCDC142
LLGL2	PLEKHG1
PLEKHG1	LLGL2
MAPK3	SQSTM1
SQSTM1	MAPK3
PWWP2B	INPP5A
INPP5A	PWWP2B
OPRM1	DYM
DYM	OPRM1
COL5A1	DCN
DCN	COL5A1
ABLIM1	CYB5D2
CYB5D2	ABLIM1
DLX4	ZNF326
ZNF326	DLX4
SERPINA5	WWOX
WWOX	SERPINA5
SNTB2	SNTG2
SNTG2	SNTB2
MXD3	UNC5A
UNC5A	MXD3
CYB5D2	ANKFY1
ANKFY1	CYB5D2
SCAF11	APBA3
APBA3	SCAF11
PCYT1A	VKORC1L1
VKORC1L1	PCYT1A
SF3B2	SYNE1
SYNE1	SF3B2
MED24	CDK19
CDK19	MED24
RAB5C	SMARCC1
SMARCC1	RAB5C
CAPZA2	MPRIP
MPRIP	CAPZA2
CDCA8	NEDD1
NEDD1	CDCA8
MAPK3	RAC1
RAC1	MAPK3
HOXA1	ARAP3
ARAP3	HOXA1
YWHAG	NOLC1
NOLC1	YWHAG
CLCNKA	KIAA1328
KIAA1328	CLCNKA
ESR1	YWHAQ
TKT	CACNA1D
CACNA1D	TKT
POU2F1	LPL
SDF4	TNFRSF4
TNFRSF4	SDF4
ERBB2	PLCG2
EPHA7	PC
PC	EPHA7
KDM5B	KMT2A
KMT2A	KDM5B
NPPA-AS1	NPPA
HOXB13	ZNF490
ZNF490	HOXB13
ARSG	TMEM214
TMEM214	ARSG
CTD-2017D11.1	ZNF675
INSL6	SLC39A9
SLC39A9	INSL6
AGPAT3	C21orf33
C21orf33	AGPAT3
EFEMP1	HSPA5
HSPA5	EFEMP1
DYNLL1	ZMYM4
ZMYM4	DYNLL1
MANF	HEMK1
HEMK1	MANF
CDKN1C	SLC22A18AS
SLC22A18AS	CDKN1C
ROCK1	PPP1R12A
RBM5	INSL6
INSL6	RBM5
MCM5	RPL5
RPL5	MCM5
PTK2B	GRB2
HOXA1	VWC2
VWC2	HOXA1
NES	UBR5
UBR5	NES
POGLUT1	ADPRH
ADPRH	POGLUT1
SMEK1	FBLN5
FBLN5	SMEK1
CD44	TGFBR1
VRK2	TMPRSS3
TMPRSS3	VRK2
HDAC2	SPEN
SPEN	HDAC2
CLTA	MYB
MYB	CLTA
RPS8	PRPF3
PRPF3	RPS8
TGM2	SRGAP3
SRGAP3	TGM2
RNF10	TMEM189-UBE2V1
TMEM189-UBE2V1	RNF10
SKP2	SAMD1
SAMD1	SKP2
MRPL46	MRPS6
MRPS6	MRPL46
GRB2	SOS1
SOS1	GRB2
PLCD3	DCAKD
ATP8B2	AQP10
AQP10	ATP8B2
SNRPC	RBM39
RBM39	SNRPC
SOS2	HOOK2
RP11-15B24.5	TLE1
DHRS7	CHRNA9
CHRNA9	DHRS7
RNFT2	FBXW8
FBXW8	RNFT2
NUP50	XPO1
STAT3	NLK
DBN1	TAB2
TAB2	DBN1
LYPD3	HEATR3
HEATR3	LYPD3
SCARNA20	DNM3
EPHA7	WNT5A
WNT5A	EPHA7
EEF1A1	RPS13
RPS13	EEF1A1
HAP1	AEN
AEN	HAP1
EZH2	CCDC85B
CCDC85B	EZH2
ASPM	CFHR4
CFHR4	ASPM
RTF1	RPAP1
CSK	GPR107
GPR107	CSK
RIMKLB	A2M
A2M	RIMKLB
CENPO	CENPL
CENPL	CENPO
PCMT1	PPP1R14C
PPP1R14C	PCMT1
RB1	C3orf62
C3orf62	RB1
OTX1	NTM
NTM	OTX1
DBN1	CHMP4B
CHMP4B	DBN1
ACTL6A	EAF2
EAF2	ACTL6A
PID1	DNER
DNER	PID1
PLCH2	PLCXD2
PLCXD2	PLCH2
ITGB3BP	RXRA
GML	ANKRD46
ANKRD46	GML
KRAS	ADCY8
ADCY8	KRAS
ITPKB	PLCL1
PLCL1	ITPKB
HS3ST2	HS3ST1
HS3ST1	HS3ST2
MAP3K8	PLK1
PLK1	MAP3K8
TFAP2A	OFCC1
OFCC1	TFAP2A
NUFIP2	MYO18A
FASLG	NCK2
NCK2	FASLG
PALM	MED21
MED21	PALM
MLLT3	DENND2D
DENND2D	MLLT3
KCTD13	TMEM219
TMEM219	KCTD13
CFL2	TPM1
TPM1	CFL2
CFTR	CLTA
CLTA	CFTR
DDR2	COL3A1
RP11-552F3.10	TRIM47
MVB12A	LSM4
LSM4	MVB12A
NEK4	SDF4
SDF4	NEK4
SEZ6L2	DOC2A
DOC2A	SEZ6L2
AFAP1-AS1	PKD1L2
PKD1L2	AFAP1-AS1
GLI2	SUFU
SUFU	GLI2
BUB1B	RP11-133K1.1
RP11-133K1.1	BUB1B
UPP2	GALNT5
GALNT5	UPP2
GCNT1	LRP1
LRP1	GCNT1
QSOX2	NACC2
NACC2	QSOX2
ESR1	MED21
MED21	ESR1
ITK	PLEKHM1
LINC00568	ENSA
SCN1A	PIAS1
PIAS1	SCN1A
PUF60	SRRT
SRRT	PUF60
MYC	BNIP2
BNIP2	MYC
MAPK13	STIP1
STIP1	MAPK13
TGFBR3	PIP5K1A
PIP5K1A	TGFBR3
EGFR	SLC25A3
SLC25A3	EGFR
DTNB	COG6
COG6	DTNB
SRPK2	FXR1
FXR1	SRPK2
ESR1	FHL2
FHL2	ESR1
PRODH	BRAP
BRAP	PRODH
CDH5	MYO9B
MYO9B	CDH5
CSK	KLRF1
KLRF1	CSK
PHYKPL	COL23A1
COL23A1	PHYKPL
Y_RNA	THUMPD2
F13A1	CDKN1A
EGFR	ANKS1A
ANKS1A	EGFR
H19	RUNX2
NFKBIA	SKP1
SMAD2	RUNX2
KIF3B	HOMER1
HOMER1	KIF3B
DNMT3A	CBX5
CBX5	DNMT3A
CHUK	NFKB1
NSD1	FGFR4
MDFI	PDGFA
PDGFA	MDFI
HSPA9	DNAJC19
DNAJC19	HSPA9
RUVBL1	PELO
PELO	RUVBL1
DGKI	KIAA1549
KIAA1549	DGKI
THOC5	PRPF4B
PRPF4B	THOC5
PPP2R2C	IER5
IER5	PPP2R2C
PTPRH	PTK2
C11orf24	TPCN2
TPCN2	C11orf24
HSP90AB1	RPL5
RPL5	HSP90AB1
SMEK2	CRAMP1L
CRAMP1L	SMEK2
MYO1E	ANLN
ANLN	MYO1E
AIM1	CD44
CD44	AIM1
RALGDS	RAPGEF2
RAPGEF2	RALGDS
PPP1CA	CALML3
RPL6	RPL24
RPL24	RPL6
AC104801.1	DYNC1I2
MCL1	ECM1
CHUK	AKAP8L
AKAP8L	CHUK
MIB1	CCDC18
CCDC18	MIB1
ABL1	C6
C6	ABL1
LOXL2	RHOBTB2
RHOBTB2	LOXL2
CTNND2	PSEN2
TMEM181	GTF2H5
GTF2H5	TMEM181
THRA	HR
HR	THRA
RP11-431K24.1	TNFRSF9
ETF1	TRAF6
TRAF6	ETF1
RPL24	SCYL2
SCYL2	RPL24
ESR1	JUND
TCF4	CDC37
CDC37	TCF4
S100A8	CDKN1A
PHB	PHF5A
PHF5A	PHB
RHOA	COX5A
COX5A	RHOA
COL8A2	CRTAP
CRTAP	COL8A2
TUBA4A	YWHAG
WDR18	ISCA1
ISCA1	WDR18
PXN	NF2
IGSF21	HSPB1
REL	TRAPPC6A
RPS3	GNL3
GNL3	RPS3
CDKN2B-AS1	PAQR5
RP11-148B3.1	RNFT2
COPA	PABPC3
PABPC3	COPA
PABPC1	CDK12
CDK12	PABPC1
PRKACA	NFKB1
RPL23	FSTL4
FSTL4	RPL23
PAK1	PGM1
PGM1	PAK1
PHGDH	BMPR1A
PPP6R3	N4BP2
N4BP2	PPP6R3
DDX5	HSPA5
HSPA5	DDX5
ERBB2	GRB2
GRB2	ERBB2
BAZ1A	NEDD1
NEDD1	BAZ1A
MALAT1	SRPK1
FOSL1	NME7
NME7	FOSL1
NCKIPSD	FCHSD1
FCHSD1	NCKIPSD
TNIK	GSN
LMO2	SKP1
SKP1	LMO2
HNF4A	NCOA6
CLIP2	CLASP2
CLASP2	CLIP2
CBLB	OSTF1
OSTF1	CBLB
CDKN1A	CIZ1
FUCA2	HOXA1
HOXA1	FUCA2
FYB	VASP
PDE2A	NUMA1
NUMA1	PDE2A
MEF2BNB-MEF2B	CABIN1
CABIN1	MEF2BNB-MEF2B
FBXO28	NEDD1
NEDD1	FBXO28
IPP	MAST2
MAST2	IPP
SNCA	EIF3G
ACTB	LMNA
KCNAB2	DYNC1LI1
DYNC1LI1	KCNAB2
RUNX3	HDAC2
HDAC2	RUNX3
GRB2	MYO1C
MYO1C	GRB2
S100A10	TNFRSF10A
TNFRSF10A	S100A10
CBL	EGFR
EGFR	CBL
SCTR	CPAMD8
CPAMD8	SCTR
GOLGB1	SOD2
SOD2	GOLGB1
CDKN2A	ATG5
ATG5	CDKN2A
MYC	IKBKAP
IKBKAP	MYC
HSPA9	YWHAG
PMF1	NSMCE1
NSMCE1	PMF1
NSL1	FLVCR1
TMEM33	ACTR3B
ACTR3B	TMEM33
RPS8	DDX47
DDX47	RPS8
PTGER3	TCF4
TCF4	PTGER3
EPB41L2	AKAP7
UBE4B	APITD1
RP11-381N20.2	SPRY1
EGFR	FES
FES	EGFR
CRYBB2P1	KIAA1671
KIAA1671	CRYBB2P1
IFNGR1	JAK1
FLNB	PI4KA
PI4KA	FLNB
SIN3B	C11orf30
C11orf30	SIN3B
RBBP5	PROSER1
PROSER1	RBBP5
GATA2	ADAMTSL4
ADAMTSL4	GATA2
CLNS1A	EPB41L3
EGFR	AHSA1
AHSA1	EGFR
GSN	CASP3
SQSTM1	BPTF
ETNK2	PIK3C2B
PIK3C2B	ETNK2
RBPMS	TSGA10IP
TSGA10IP	RBPMS
METAP2	SUN2
SUN2	METAP2
ZBTB34	ZBTB43
PLEC	PRKACA
PRKACA	PLEC
CDK11B	CHEK2
CHEK2	CDK11B
BCL3	HDAC3
RP11-308N19.1	FKTN
TEF	XPNPEP3
PCSK5	CELA3A
CELA3A	PCSK5
CAPZA1	TRAF6
TRAF6	CAPZA1
GUCY1B3	AGAP1
AGAP1	GUCY1B3
FGFR1OP	C7orf69
C7orf69	FGFR1OP
DRD1	GRIN1
SPRY2	USP20
USP20	SPRY2
PMEPA1	RBM38
RBM38	PMEPA1
RBBP6	TRA2A
TRA2A	RBBP6
THOC5	CWC22
CWC22	THOC5
CALML3	LIMA1
LIMA1	CALML3
ACTL6A	MEAF6
MEAF6	ACTL6A
PIK3C2A	C6orf141
C6orf141	PIK3C2A
ERBB2	RIN2
RIN2	ERBB2
EGFLAM	LIFR
LIFR	EGFLAM
GFRA2	LZTS1
LZTS1	GFRA2
ARF1	ASAP1
ASAP1	ARF1
ITPKB	PDE4D
PDE4D	ITPKB
RPL24	CUL2
CUL2	RPL24
SGTA	PCDHA4
PCDHA4	SGTA
NSMAF	GABARAPL2
GABARAPL2	NSMAF
EPHA4	EFNA1
KCNAB2	AJAP1
AJAP1	KCNAB2
CANX	MAPK3
MAPK3	CANX
NFAT5	NQO1
SRC	DLGAP1
DLGAP1	SRC
CCDC18	BCAR3
BCAR3	CCDC18
CENPE	CCDC18
CCDC18	CENPE
ADCY8	PDE2A
PDE2A	ADCY8
CDC5L	IGF2BP3
IGF2BP3	CDC5L
DHX38	RBM17
RBM17	DHX38
NSL1	NUF2
NUF2	NSL1
CREBBP	GATA2
GATA2	CREBBP
H3F3B	RAB5C
RAB5C	H3F3B
USP7	BRE
BRE	USP7
FBXO28	GCC1
GCC1	FBXO28
TMED2	PGAM5
PGAM5	TMED2
ATP2A1	SH2B1
CLNS1A	SNRPE
SNRPE	CLNS1A
SFT2D2	DPT
DPT	SFT2D2
MYBBP1A	GNL3
GNL3	MYBBP1A
ARNT	TRIP11
TRIP11	ARNT
MPHOSPH10	ZC3HAV1
ZC3HAV1	MPHOSPH10
PCDHGA2	PCDHGA8
PCDHGA8	PCDHGA2
CSF3R	SYK
CDC42BPA	MYO18A
MYO18A	CDC42BPA
PFKP	GABARAPL2
GABARAPL2	PFKP
AC005592.2	NDFIP1
PCDHGB4	C2CD2L
C2CD2L	PCDHGB4
ANXA2	PAK2
PAK2	ANXA2
DPPA4	SNX33
SNX33	DPPA4
ERBB3	JAK2
KCNJ1	SGK1
SGK1	KCNJ1
MYBPC2	JOSD2
JOSD2	MYBPC2
NAB2	RBPMS
RBPMS	NAB2
NR3C1	NFKB1
PIAS1	ZNF76
FHL3	SLC25A46
SLC25A46	FHL3
SLC25A3	RPL29
RPL29	SLC25A3
SOD1	NEFL
MDFI	ZFYVE26
ZFYVE26	MDFI
ZFHX3	NINL
NINL	ZFHX3
CGN	DAB2IP
DAB2IP	CGN
RB1	PRDM2
GABRR2	RNGTT
PHC1	SIAH1
SIAH1	PHC1
SLC25A3	GNL3
GNL3	SLC25A3
TMEM151A	GAL3ST3
GAL3ST3	TMEM151A
COPA	TUBG1
TUBG1	COPA
PC	SLAMF1
SLAMF1	PC
AIRE	ZNF34
ZNF34	AIRE
EZH2	MAN1B1
MAN1B1	EZH2
HSP90AB1	WDR5
WDR5	HSP90AB1
NFKB1	TNIP3
TNIP3	NFKB1
CTD-2540B15.11	CEBPG
IL4R	INPP5D
ALDH3A1	HAGH
HAGH	ALDH3A1
PAK2	NCK2
NCK2	PAK2
FASLG	TEC
TEC	FASLG
KRT8	KRT2
KRT2	KRT8
ABCB9	MPHOSPH9
HRAS	BRAF
FAS	CASP8
CEBPA	CYP3A4
CYP3A4	CEBPA
NHP2L1	TRAF6
TRAF6	NHP2L1
ATF3	ID3
CDC25A	FBXW11
KRAS	ATP6V0D2
ATP6V0D2	KRAS
CDC5L	SRRT
SRRT	CDC5L
POU2F2	POU2AF1
Y_RNA	IWS1
TRAF2	UBE2N
UBE2N	TRAF2
MFSD6	GLS
GLS	MFSD6
CAT	SOD2
SOD2	CAT
RP13-890H12.2	HEXIM2
SOS1	CYTH3
DCAF4	DPF3
ADAMTS10	CDKN1A
KRAS	PRPF3
PRPF3	KRAS
DBN1	MYO5B
MYO5B	DBN1
MEP1A	TAC1
MAPK3	FBXW7
FBXW7	MAPK3
PAFAH1B1	METTL16
METTL16	PAFAH1B1
DOCK5	TRIM65
TRIM65	DOCK5
TUBG2	NME7
NME7	TUBG2
SUN1	CSGALNACT2
CSGALNACT2	SUN1
COMMD5	ARHGAP39
ARHGAP39	COMMD5
